inspec_id,permit_id,insp_date_x,insp_timein,insp_type,crit_viol,non_crit_viol,crit_viol_cos,crit_viol_rpt,non_crit_viol_cos,non_crit_viol_rpt,crit_viol_tbr,non_crit_viol_tbr
820143,5922,2015-11-06,13:00:00,Routine,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
820172,6114,2015-11-09,14:00:00,Routine,8.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0
820177,4553,2015-11-09,12:30:00,Routine,7.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0
820185,6497,2015-11-09,14:15:00,Routine,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
820229,1064,2015-11-10,11:00:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
820230,5215,2015-11-10,13:03:00,Routine,5.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0
820241,5406,2015-11-06,12:45:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820300,148190,2015-11-13,09:00:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
820309,2771,2015-11-13,09:00:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
820321,6462,2015-11-13,12:30:00,Routine,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
820327,2774,2015-11-13,09:00:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820390,187273,2015-11-16,11:50:00,Routine,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
820397,3640,2015-11-17,12:05:00,Routine,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
820405,147812,2015-11-17,12:35:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820414,5883,2015-11-17,10:30:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820415,5512,2015-11-16,10:30:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
820427,172431,2015-11-18,11:25:00,Routine,6.0,4.0,1.0,0.0,0.0,0.0,5.0,4.0
820430,147959,2015-11-18,12:15:00,Routine,3.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0
820442,147357,2015-11-18,13:05:00,Routine,8.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0
820477,2537,2015-11-19,15:00:00,Routine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
820497,5928,2015-11-20,10:15:00,Routine,6.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0
820506,3971,2015-11-20,10:15:00,Routine,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
820511,3904,2015-11-20,11:20:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
820517,3917,2015-11-20,12:40:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820545,172507,2015-11-23,11:00:00,Routine,5.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0
820548,172821,2015-11-23,11:25:00,Routine,8.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0
820576,3653,2015-11-24,13:00:00,Routine,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
820606,3647,2015-11-24,13:00:00,Routine,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
820619,3574,2015-11-20,10:55:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
820642,3470,2015-11-30,13:00:00,Routine,3.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0
820669,3278,2015-11-30,14:30:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
820670,147239,2015-11-25,12:00:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820680,5557,2015-11-30,14:10:00,Routine,7.0,3.0,4.0,0.0,2.0,0.0,3.0,1.0
820684,3724,2015-12-01,11:31:00,Routine,10.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0
820733,2534,2015-12-02,12:00:00,Routine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
820739,2535,2015-12-02,12:30:00,Routine,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
820741,187662,2015-12-02,11:15:00,Routine,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
820764,147368,2015-12-03,11:00:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820773,6555,2015-12-03,14:00:00,Routine,5.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0
820795,3882,2015-12-04,10:30:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
820822,5249,2015-12-07,10:40:00,Routine,5.0,5.0,1.0,0.0,1.0,0.0,4.0,4.0
820837,4514,2015-12-07,10:35:00,Routine,7.0,6.0,3.0,0.0,1.0,0.0,4.0,5.0
820841,2344,2015-12-07,11:35:00,Routine,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
820866,187272,2015-12-08,11:00:00,Routine,9.0,5.0,3.0,0.0,0.0,0.0,6.0,5.0
820882,187547,2015-12-09,11:00:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820889,173188,2015-12-09,11:15:00,Routine,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
820894,147995,2015-12-09,13:30:00,Routine,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
820905,147965,2015-12-09,12:30:00,Routine,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
820911,4104,2015-12-09,11:35:00,HACCP,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820920,172319,2015-11-17,12:30:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820929,5921,2015-12-10,13:45:00,Routine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
820943,1204,2015-11-16,12:10:00,Routine,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0
821006,2496,2015-12-15,10:00:00,Routine,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0
821022,2188,2015-12-15,12:40:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
821025,4586,2015-12-15,11:10:00,Routine,8.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0
821027,172885,2015-12-15,12:55:00,Routine,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
821077,147853,2015-12-17,12:42:00,Routine,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
821103,147673,2015-12-18,14:40:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
821168,147252,2015-12-23,11:09:00,Routine,5.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0
821178,6431,2015-12-24,09:40:00,Routine,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
821204,187437,2015-12-28,12:30:00,Routine,6.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0
821211,4449,2015-12-28,10:15:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
821235,7177,2015-12-29,10:35:00,Routine,10.0,4.0,1.0,0.0,1.0,0.0,9.0,3.0
821239,172505,2015-12-29,09:50:00,Routine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
821241,148225,2015-12-29,11:30:00,Routine,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0
821245,4502,2015-12-29,12:40:00,Routine,6.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0
821284,172467,2015-12-30,13:15:00,Routine,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
821295,173181,2015-12-31,11:45:00,Routine,7.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0
821312,2240,2016-01-04,10:30:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
821314,147313,2016-01-04,12:00:00,Routine,7.0,1.0,2.0,3.0,0.0,1.0,5.0,1.0
821341,172606,2016-01-05,11:23:00,Routine,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
821401,137243,2016-01-06,17:50:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
821405,6891,2016-01-06,12:45:00,Routine,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0
821427,4041,2016-01-07,14:30:00,Routine,8.0,3.0,1.0,0.0,0.0,0.0,7.0,3.0
821432,172897,2016-01-07,14:15:00,Routine,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
821434,173199,2016-01-07,10:55:00,Routine,5.0,4.0,2.0,0.0,0.0,0.0,3.0,4.0
821457,147343,2016-01-08,11:20:00,Routine,6.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0
821465,6775,2016-01-08,13:45:00,Routine,6.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0
821466,5846,2016-01-08,14:30:00,Routine,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
821474,3476,2016-01-08,00:10:00,Routine,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
821490,187707,2016-01-11,10:20:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821504,172926,2016-01-11,12:10:00,Routine,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
821505,6132,2016-01-11,14:10:00,Routine,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
821510,1376,2016-01-11,11:25:00,Routine,2.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0
821519,147580,2016-01-08,13:05:00,Routine,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
821524,7236,2016-01-12,10:40:00,Routine,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0
821528,187595,2016-01-12,11:15:00,Routine,6.0,4.0,1.0,0.0,0.0,0.0,5.0,4.0
821535,4373,2016-01-12,13:35:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
821541,4348,2016-01-12,14:50:00,Routine,6.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0
821543,3864,2016-01-08,14:08:00,Routine,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0
821549,1974,2016-01-12,12:28:00,Routine,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
821552,7084,2016-01-12,12:15:00,Routine,11.0,2.0,6.0,0.0,1.0,0.0,5.0,1.0
821585,6186,2016-01-13,14:00:00,Routine,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
821604,5234,2016-01-13,18:20:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
821634,137263,2016-01-14,17:50:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
821639,5266,2016-01-14,14:00:00,Routine,8.0,4.0,1.0,0.0,0.0,0.0,7.0,4.0
821651,1260,2016-01-15,10:15:00,Routine,6.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0
821658,1220,2016-01-15,10:00:00,Routine,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
821659,173117,2016-01-15,10:30:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
821661,1222,2016-01-15,11:00:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821665,4200,2016-01-15,10:00:00,Routine,3.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0
821682,3415,2016-01-15,10:05:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
821687,173170,2016-01-19,10:45:00,Routine,7.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0
821689,1261,2016-01-15,13:30:00,Routine,8.0,3.0,7.0,0.0,2.0,0.0,1.0,1.0
821691,3697,2016-01-19,10:50:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
821726,172655,2016-01-20,10:00:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821731,188255,2016-01-20,11:15:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
821745,4799,2016-01-20,12:55:00,Routine,9.0,5.0,3.0,0.0,1.0,0.0,6.0,4.0
821753,3969,2016-01-21,12:37:00,Routine,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
821788,5515,2016-01-26,10:00:00,Routine,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
821790,5475,2016-01-26,10:25:00,Routine,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
821791,3934,2016-01-26,11:07:00,Routine,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
821793,148173,2016-01-26,11:55:00,Routine,9.0,4.0,1.0,0.0,1.0,0.0,8.0,3.0
821794,188283,2016-01-26,09:45:00,Routine,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
821795,1054,2016-01-26,11:34:00,Routine,4.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0
821797,187847,2016-01-26,13:31:00,Routine,7.0,6.0,2.0,0.0,0.0,0.0,5.0,6.0
821810,173178,2016-01-26,10:55:00,Routine,10.0,6.0,2.0,0.0,1.0,0.0,8.0,5.0
821816,5511,2016-01-27,10:00:00,Routine,6.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0
821819,2057,2016-01-27,11:40:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821838,4380,2016-01-27,11:25:00,Routine,9.0,6.0,2.0,0.0,0.0,0.0,7.0,6.0
821863,2600,2016-01-28,11:30:00,Routine,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
821864,912,2016-01-28,12:06:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
821874,147944,2016-01-14,12:00:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
821877,187273,2016-01-28,14:25:00,Routine,5.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0
821878,188182,2016-01-28,13:30:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821881,4209,2016-01-28,12:40:00,Routine,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
821937,147339,2016-02-01,10:20:00,Routine,8.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0
821949,2899,2016-02-02,13:30:00,Routine,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
821952,2435,2016-02-01,10:30:00,Routine,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
821963,3632,2016-02-02,10:30:00,Routine,2.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0
821987,1695,2016-02-03,12:30:00,Routine,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
821998,1855,2016-02-03,14:18:00,Routine,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
821999,187427,2016-02-03,09:35:00,Routine,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0
822002,172815,2016-02-03,10:30:00,Routine,6.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0
822012,187617,2016-02-03,12:50:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0
822013,147994,2016-02-03,13:00:00,Routine,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0
822041,2008,2016-02-05,10:00:00,Routine,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0
822042,800,2016-02-05,10:00:00,Routine,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
822046,1624,2016-02-05,11:00:00,Routine,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
822053,187542,2016-02-05,11:00:00,Routine,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0
822061,172804,2016-02-05,12:41:00,Routine,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
822064,4520,2016-02-05,09:30:00,Routine,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
822084,1340,2016-02-08,11:30:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0
822086,2037,2016-02-08,12:42:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
822093,4690,2016-02-08,11:20:00,Routine,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
822120,1338,2016-02-09,11:15:00,Routine,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
822122,3590,2016-02-09,10:30:00,Routine,5.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0
822144,3285,2016-02-09,12:45:00,Routine,7.0,4.0,1.0,0.0,0.0,0.0,6.0,4.0
822145,1339,2016-02-09,14:30:00,Routine,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
822162,172680,2016-02-10,11:20:00,Routine,4.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0
822180,173153,2016-02-10,14:00:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822214,4934,2016-02-11,10:25:00,Routine,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
822244,2774,2016-02-11,13:35:00,Routine,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0
822254,2771,2016-02-11,10:55:00,Routine,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
822256,148190,2016-02-11,12:05:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822289,3785,2016-02-16,11:05:00,Routine,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
822326,6694,2016-02-16,15:30:00,Routine,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
822366,7012,2016-02-17,12:35:00,Routine,9.0,3.0,2.0,0.0,0.0,0.0,7.0,3.0
822424,172770,2016-02-10,13:10:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
822429,147417,2016-02-19,10:30:00,Routine,6.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
822439,5131,2016-02-19,13:30:00,Routine,4.0,5.0,1.0,0.0,0.0,0.0,3.0,5.0
822462,187487,2016-02-16,11:00:00,Routine,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
822466,5008,2016-02-22,10:45:00,Routine,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
822471,172637,2016-02-22,10:55:00,Routine,7.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0
822514,1832,2016-02-23,12:34:00,Routine,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
822519,4050,2016-02-24,11:20:00,Routine,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
822531,148065,2016-02-24,11:10:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0
822535,187363,2016-02-24,13:10:00,Routine,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
822558,93275,2016-02-25,13:45:00,Routine,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0
822560,2364,2016-02-25,11:00:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
822657,172833,2016-02-29,14:26:00,Routine,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
822658,187864,2016-02-29,10:19:00,Routine,4.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0
822659,172801,2016-02-29,17:10:00,Routine,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
822688,147582,2016-03-02,14:44:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
822691,1199,2016-03-02,22:13:00,Routine,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
822701,4028,2016-03-02,13:15:00,Routine,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
822733,172304,2016-03-03,11:05:00,Routine,5.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
822736,1384,2016-03-03,10:45:00,Routine,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
822752,5922,2016-03-03,10:12:00,Routine,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
822764,3531,2016-03-03,10:55:00,Routine,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0
822783,6462,2016-03-04,11:38:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
822806,172821,2016-03-04,13:30:00,Routine,9.0,5.0,1.0,0.0,0.0,0.0,8.0,5.0
822825,912,2016-03-07,10:15:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
822833,3640,2016-03-07,11:07:00,Routine,7.0,5.0,4.0,0.0,1.0,0.0,3.0,4.0
822856,137277,2016-03-07,14:20:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
822857,188459,2016-03-04,11:18:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822877,4132,2016-03-08,10:04:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
822962,3774,2016-03-10,10:45:00,Routine,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
822973,2382,2016-03-10,10:30:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
823002,2962,2016-03-10,11:55:00,Routine,11.0,6.0,4.0,0.0,0.0,0.0,7.0,6.0
823016,147950,2016-03-11,10:43:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
823052,172920,2016-03-11,22:55:00,Routine,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
823053,2310,2016-03-11,13:55:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
823066,1516,2016-03-14,11:20:00,Routine,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0
823083,187913,2016-03-14,12:10:00,Routine,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0
823098,1546,2016-03-11,13:50:00,Routine,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
823101,2630,2016-03-14,10:55:00,Routine,10.0,4.0,3.0,0.0,0.0,0.0,7.0,4.0
823114,3449,2016-03-15,10:35:00,Routine,7.0,5.0,2.0,0.0,0.0,0.0,5.0,5.0
823118,4015,2016-03-15,13:45:00,Routine,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
823149,173017,2016-03-16,10:30:00,Routine,6.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0
823152,147494,2016-03-16,11:15:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
823160,1222,2016-03-16,10:30:00,Routine,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
823162,1220,2016-03-16,11:00:00,Routine,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
823165,173117,2016-03-16,12:01:00,Routine,4.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
823167,3640,2016-03-16,13:20:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
823169,4504,2016-03-16,09:50:00,Routine,5.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0
823180,3294,2016-03-16,00:05:00,Routine,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
823196,147598,2016-03-16,14:25:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823205,137291,2016-03-17,11:00:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
823223,4553,2016-03-16,22:08:00,Routine,5.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0
823239,4091,2016-03-18,11:59:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
823243,1251,2016-03-18,10:45:00,Routine,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0
823248,5258,2016-03-18,11:25:00,Routine,6.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0
823253,172247,2016-03-18,12:00:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
823267,5666,2016-03-18,11:30:00,Routine,5.0,5.0,1.0,0.0,1.0,0.0,4.0,4.0
823287,172369,2016-03-21,11:00:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
823301,2572,2016-03-21,10:45:00,Routine,5.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0
823314,5512,2016-03-18,00:10:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
823317,172826,2016-03-21,13:00:00,Routine,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
823318,1478,2016-03-21,00:35:00,Routine,9.0,3.0,1.0,0.0,0.0,0.0,8.0,3.0
823347,147496,2016-03-22,10:55:00,Routine,6.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0
823357,187714,2016-03-23,12:46:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
823388,187372,2016-03-23,00:50:00,Routine,5.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0
823418,6545,2016-03-24,11:45:00,Routine,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
823426,172893,2016-03-24,10:35:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
823431,6779,2016-03-24,09:45:00,Routine,6.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0
823433,6693,2016-03-25,12:55:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823434,137295,2016-03-25,10:35:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
823437,2336,2016-03-25,11:30:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
823451,147593,2016-03-25,13:50:00,Routine,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0
823490,1033,2016-03-28,10:25:00,Routine,4.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0
823524,2842,2016-03-29,12:30:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
823545,3794,2016-04-04,10:00:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
823591,6491,2016-04-05,15:30:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
823596,2181,2016-04-05,18:25:00,Routine,5.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0
823608,1049,2016-04-06,10:45:00,Routine,13.0,5.0,7.0,0.0,0.0,0.0,6.0,5.0
823704,2696,2016-04-08,12:15:00,Routine,5.0,6.0,1.0,0.0,3.0,0.0,4.0,3.0
823719,5883,2016-03-16,11:00:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
823761,3722,2016-04-07,13:00:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
823767,147277,2016-04-12,09:35:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
823779,188461,2016-04-12,11:35:00,Routine,6.0,4.0,2.0,0.0,1.0,0.0,4.0,3.0
823789,1276,2016-04-08,01:20:00,Routine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
823816,148021,2016-04-13,10:50:00,Routine,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0
823821,2223,2016-04-13,11:33:00,Routine,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
823877,840,2016-04-14,13:25:00,Routine,6.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0
823894,187281,2016-04-18,11:10:00,Routine,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0
823902,6847,2016-04-18,14:30:00,Routine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823906,172382,2016-04-18,11:15:00,Routine,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
823913,4061,2016-04-18,09:45:00,Routine,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0
823943,147823,2016-04-19,10:10:00,Routine,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
823955,1408,2016-04-19,11:45:00,Routine,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
823965,807,2016-04-19,09:35:00,Routine,5.0,3.0,0.0,0.0,1.0,0.0,5.0,2.0
