,crit_viol,yelp_rating,yelp_reviews,risk,insp_badge,crime_count,311_count,construction_count,avg_high_temp,time_diff,target
95,2,3.5,25,3,107,22.0,0.0,8.0,59.34,-249,0
237,9,3.5,25,3,607,18.0,0.0,5.0,84.6,-170,1
94,3,3.5,25,3,54,27.0,0.0,9.0,47.89,-176,0
970,4,3.0,110,2,29,6.0,0.0,0.0,77.77,-286,0
969,8,3.0,110,2,121,2.0,0.0,1.0,39.76,-249,1
1056,6,2.0,8,3,87,10.0,0.0,6.0,70.75,-312,1
1055,11,2.0,8,3,89,17.0,0.0,3.0,36.15,-136,1
1054,2,2.0,8,3,124,14.0,0.0,5.0,70.12,-242,0
1053,2,2.0,8,3,422,5.0,0.0,6.0,45.24,-128,0
1052,5,2.0,8,3,422,10.0,0.0,5.0,93.05,-127,1
269,1,2.5,79,3,422,27.0,0.0,15.0,30.52,-202,0
268,2,2.5,79,3,88,22.0,0.0,11.0,34.75,-376,0
1305,3,4.0,47,3,624,8.0,0.0,8.0,78.87,-270,0
1304,15,4.0,47,3,89,6.0,0.0,2.0,66.54,-157,1
1303,5,4.0,47,3,624,9.0,0.0,4.0,51.06,-130,1
91,1,3.0,6,3,607,16.0,0.0,3.0,84.32,-388,0
90,4,3.0,6,3,64,4.0,0.0,5.0,78.23,-298,0
714,0,3.5,279,3,611,4.0,0.0,1.0,84.36,-424,0
713,5,3.5,279,3,422,7.0,0.0,2.0,91.95,-311,1
1416,9,2.5,9,3,607,2.0,0.0,1.0,48.39,-153,1
1362,4,3.5,21,2,124,10.0,0.0,4.0,78.04,-292,0
105,8,3.5,700,3,603,28.0,0.0,13.0,77.77,-140,1
104,10,3.5,700,3,624,26.0,0.0,15.0,23.97,-279,1
103,5,3.5,700,3,107,22.0,0.0,11.0,86.46,-126,1
102,6,3.5,700,3,603,25.0,0.0,9.0,63.76,-145,1
101,3,3.5,700,3,59,23.0,0.0,13.0,99.05,-233,0
333,7,3.0,28,2,82,22.0,0.0,15.0,90.07,-252,1
332,3,3.0,28,2,624,14.0,0.0,5.0,34.75,-263,0
331,1,3.0,28,2,107,13.0,0.0,10.0,92.04,-171,0
682,14,3.5,191,3,89,17.0,0.0,12.0,87.78,-210,1
681,5,3.5,191,3,124,8.0,0.0,5.0,35.63,-165,1
680,7,3.5,191,3,624,11.0,0.0,4.0,84.83,-144,1
679,6,3.5,191,3,422,6.0,0.0,8.0,66.76,-132,1
1392,1,4.0,11,2,64,4.0,0.0,2.0,84.08,-411,0
722,9,3.5,681,3,89,21.0,0.0,4.0,92.04,-602,1
721,11,3.5,681,3,422,11.0,0.0,3.0,35.49,-131,1
1287,10,2.5,170,3,603,4.0,0.0,2.0,70.68,-448,1
1135,1,4.0,198,4,54,21.0,0.0,6.0,51.85,-214,0
1134,9,4.0,198,4,603,19.0,0.0,6.0,87.78,-170,1
1133,2,4.0,198,4,422,13.0,0.0,5.0,35.26,-193,0
1132,8,4.0,198,4,87,10.0,0.0,5.0,70.65,-245,1
1131,7,4.0,198,4,59,12.0,0.0,6.0,68.38,-165,1
328,10,3.0,34,3,624,8.0,0.0,9.0,74.65,-130,1
327,11,3.0,34,3,89,9.0,0.0,7.0,78.04,-160,1
326,9,3.0,34,3,624,4.0,0.0,2.0,47.38,-156,1
325,4,3.0,34,3,59,11.0,0.0,8.0,82.68,-174,0
324,3,3.0,34,3,124,3.0,0.0,0.0,94.96,-287,0
1199,9,4.0,258,3,624,22.0,0.0,16.0,31.85,-511,1
1198,4,4.0,258,3,422,15.0,0.0,10.0,85.96,-215,0
1197,2,4.0,258,3,16,10.0,0.0,10.0,48.92,-159,0
559,8,3.0,36,4,624,6.0,0.0,6.0,73.08,-373,1
558,0,3.0,36,4,611,11.0,0.0,1.0,35.26,-150,0
557,9,3.0,36,4,422,9.0,0.0,3.0,30.85,-325,1
1130,8,2.5,8,3,607,3.0,0.0,3.0,55.02,-229,1
1129,4,2.5,8,3,107,3.0,0.0,3.0,80.78,-196,0
1128,4,2.5,8,3,89,8.0,0.0,3.0,85.22,-258,0
1127,3,2.5,8,3,124,0.0,0.0,3.0,74.36,-405,0
514,7,2.5,33,2,607,4.0,0.0,2.0,72.75,-216,1
513,8,2.5,33,2,89,6.0,0.0,2.0,67.46,-190,1
512,9,2.5,33,2,624,1.0,0.0,4.0,68.12,-147,1
511,4,2.5,33,2,59,2.0,0.0,2.0,80.85,-408,0
752,4,4.5,24,3,121,17.0,1.0,9.0,69.58,-452,0
751,6,4.5,24,3,29,22.0,0.0,15.0,71.18,-196,1
750,6,4.5,24,3,624,16.0,0.0,9.0,75.01,-371,1
266,6,3.5,388,3,64,17.0,0.0,12.0,87.78,-294,1
265,6,3.5,388,3,64,9.0,0.0,6.0,72.57,-234,1
1278,12,3.5,192,3,121,15.0,0.0,9.0,68.59,-462,1
1277,5,3.5,192,3,82,20.0,0.0,9.0,67.32,-342,1
1002,4,4.5,192,2,611,21.0,0.0,23.0,62.09,-244,0
1001,4,4.5,192,2,82,27.0,0.0,10.0,50.9,-250,0
1000,3,4.5,192,2,29,38.0,0.0,10.0,78.54,-204,0
1044,3,4.5,135,3,29,1.0,0.0,4.0,78.84,-294,0
1043,3,4.5,135,3,88,2.0,0.0,3.0,31.85,-217,0
1042,1,4.5,135,3,64,4.0,0.0,1.0,78.2,-495,0
1374,8,4.5,169,3,87,16.0,1.0,12.0,84.08,-411,1
491,7,4.0,589,3,624,14.0,0.0,4.0,72.82,-447,1
490,7,4.0,589,3,59,18.0,0.0,10.0,78.5,-560,1
1403,10,4.0,990,3,624,9.0,0.0,3.0,28.76,-463,1
1428,6,3.5,112,5,422,11.0,0.0,1.0,33.27,-189,1
155,2,4.0,62,2,88,19.0,0.0,9.0,55.23,-480,0
154,2,4.0,62,2,88,15.0,0.0,17.0,44.16,-387,0
153,3,4.0,62,2,107,19.0,0.0,15.0,99.05,-202,0
292,4,3.0,93,3,54,17.0,0.0,8.0,64.13,-454,0
164,9,3.5,556,3,624,25.0,0.0,6.0,34.79,-524,1
163,8,3.5,556,3,624,15.0,0.0,8.0,62.95,-302,1
420,2,3.5,236,3,59,3.0,0.0,2.0,51.42,-439,0
522,6,3.5,50,3,607,0.0,0.0,1.0,88.13,-314,1
521,5,3.5,50,3,82,0.0,0.0,2.0,38.46,-223,1
520,10,3.5,50,3,54,0.0,0.0,5.0,82.51,-147,1
519,7,3.5,50,3,624,0.0,0.0,3.0,68.18,-306,1
215,9,3.0,365,2,422,18.0,0.0,7.0,72.57,-618,1
615,6,3.0,5,3,89,6.0,0.0,7.0,28.61,-516,1
614,3,3.0,5,3,124,13.0,0.0,10.0,76.39,-268,0
613,2,3.0,5,3,603,7.0,0.0,8.0,32.75,-90,0
612,3,3.0,5,3,59,13.0,0.0,6.0,70.22,-138,0
1393,7,3.5,521,4,19,21.0,0.0,3.0,55.71,-250,1
602,7,3.0,5,3,64,4.0,0.0,3.0,94.04,-363,1
601,2,3.0,5,3,612,0.0,0.0,0.0,77.27,-439,0
424,2,4.0,42,3,82,34.0,0.0,2.0,94.05,-356,0
423,2,4.0,42,3,612,16.0,0.0,8.0,55.82,-120,0
422,6,4.0,42,3,59,19.0,0.0,5.0,64.59,-357,1
11,4,3.0,7,2,54,15.0,0.0,11.0,74.61,-265,0
10,3,3.0,7,2,107,17.0,1.0,8.0,64.59,-568,0
9,10,3.0,7,2,650,18.0,0.0,2.0,90.67,-285,1
354,3,2.5,11,2,59,14.0,0.0,7.0,66.54,-356,0
353,2,2.5,11,2,64,25.0,0.0,13.0,81.23,-253,0
352,2,2.5,11,2,16,15.0,0.0,11.0,43.31,-228,0
847,1,4.0,477,2,624,19.0,0.0,12.0,84.08,-233,0
846,2,4.0,477,2,124,23.0,0.0,9.0,56.4,-194,0
845,2,4.0,477,2,124,25.0,0.0,5.0,30.85,-297,0
595,5,3.0,872,3,124,25.0,0.0,6.0,84.55,-575,1
594,4,3.0,872,3,601,20.0,0.0,6.0,31.37,-126,0
579,10,2.5,227,3,64,29.0,0.0,9.0,50.72,-216,1
578,3,2.5,227,3,611,20.0,0.0,5.0,84.32,-172,0
577,3,2.5,227,3,124,21.0,0.0,9.0,51.68,-220,0
576,6,2.5,227,3,422,13.0,0.0,14.0,40.34,-257,1
575,3,2.5,227,3,611,19.0,0.0,8.0,78.39,-149,0
1031,4,4.5,212,2,82,8.0,0.0,8.0,75.59,-283,0
1030,1,4.5,212,2,64,12.0,0.0,2.0,79.7,-122,0
1029,2,4.5,212,2,64,1.0,0.0,4.0,69.14,-419,0
433,4,3.0,52,3,64,4.0,1.0,4.0,84.74,-412,0
432,1,3.0,52,3,54,7.0,0.0,4.0,66.01,-386,0
1267,2,2.0,50,3,29,28.0,1.0,20.0,77.7,-402,0
1266,3,2.0,50,3,64,26.0,0.0,11.0,93.24,-346,0
840,1,3.0,20,3,64,1.0,0.0,1.0,44.16,-867,0
905,4,2.5,46,3,107,30.0,0.0,7.0,75.59,-110,0
904,2,2.5,46,3,54,25.0,0.0,8.0,68.12,-331,0
903,7,2.5,46,3,89,24.0,0.0,11.0,81.58,-176,1
902,2,2.5,46,3,611,15.0,0.0,9.0,41.58,-98,0
1232,7,3.0,30,3,624,20.0,0.0,17.0,75.24,-305,1
1231,5,3.0,30,3,89,13.0,0.0,8.0,67.55,-148,1
1230,6,3.0,30,3,624,15.0,0.0,6.0,58.48,-176,1
1229,9,3.0,30,3,89,11.0,0.0,9.0,94.55,-103,1
1228,7,3.0,30,3,87,9.0,0.0,8.0,63.76,-104,1
480,1,3.5,64,3,29,5.0,0.0,5.0,78.88,-291,0
479,1,3.5,64,3,88,2.0,0.0,3.0,31.85,-220,0
478,4,3.5,64,3,64,0.0,0.0,2.0,66.71,-482,0
385,5,3.0,75,2,624,3.0,0.0,7.0,75.62,-262,1
384,6,3.0,75,2,607,3.0,0.0,6.0,28.76,-255,1
383,2,3.0,75,2,29,6.0,0.0,5.0,47.8,-71,0
382,3,3.0,75,2,612,5.0,0.0,2.0,67.21,-243,0
979,5,4.0,19,2,624,2.0,0.0,3.0,74.09,-263,1
978,1,4.0,19,2,54,5.0,0.0,3.0,34.79,-261,0
977,3,4.0,19,2,64,1.0,0.0,1.0,79.25,-245,0
976,2,4.0,19,2,64,4.0,0.0,2.0,79.73,-264,0
1138,1,3.5,76,3,54,27.0,0.0,8.0,73.51,-374,0
1137,3,3.5,76,3,64,23.0,0.0,5.0,93.24,-374,0
1136,3,3.5,76,3,59,24.0,0.0,19.0,36.18,-187,0
1077,3,3.0,97,5,422,7.0,0.0,4.0,74.83,-196,0
1076,11,3.0,97,5,64,7.0,0.0,2.0,33.23,-307,1
1075,5,3.0,97,5,603,6.0,0.0,5.0,78.5,-428,1
793,2,3.5,160,3,88,31.0,0.0,7.0,82.85,-434,0
735,1,3.5,160,2,88,20.0,0.0,8.0,61.05,-41,0
734,1,3.5,160,2,121,11.0,0.0,13.0,71.11,-334,0
733,2,3.5,160,2,107,21.0,0.0,7.0,75.71,-212,0
573,3,4.0,233,3,124,12.0,0.0,13.0,73.76,-126,0
592,6,4.0,233,3,624,15.0,0.0,12.0,68.46,-160,1
572,2,4.0,233,3,603,18.0,0.0,6.0,39.76,-77,0
1244,3,4.0,233,3,87,10.0,0.0,4.0,78.46,-102,0
1243,2,4.0,233,3,107,13.0,0.0,9.0,72.93,-166,0
762,4,3.5,76,3,87,4.0,0.0,7.0,79.06,-776,0
761,4,3.5,76,3,603,8.0,0.0,5.0,32.68,-124,0
760,2,3.5,76,3,124,4.0,0.0,3.0,57.96,-69,0
895,2,3.5,71,3,607,23.0,0.0,12.0,75.62,-262,0
894,3,3.5,71,3,89,12.0,0.0,8.0,68.0,-189,0
893,1,3.5,71,3,107,7.0,0.0,10.0,81.01,-190,0
892,2,3.5,71,3,422,12.0,0.0,11.0,43.31,-301,0
234,5,4.0,3,3,607,16.0,0.0,3.0,62.69,-327,1
233,1,4.0,3,3,121,9.0,0.0,6.0,51.42,-118,0
232,1,4.0,3,3,54,19.0,0.0,6.0,66.36,-388,0
388,5,4.0,6,3,59,22.0,0.0,4.0,68.87,-441,1
387,5,4.0,6,3,54,21.0,0.0,13.0,58.48,-188,1
386,9,4.0,6,3,54,22.0,0.0,7.0,89.76,-428,1
377,5,3.0,60,3,607,9.0,0.0,3.0,50.9,-407,1
870,5,3.5,371,3,607,15.0,0.0,5.0,71.67,-219,1
869,9,3.5,371,3,89,18.0,0.0,8.0,73.08,-168,1
868,6,3.5,371,3,107,17.0,0.0,2.0,82.06,-270,1
867,4,3.5,371,3,107,11.0,0.0,8.0,38.2,-196,0
866,1,3.5,371,3,124,11.0,0.0,7.0,83.71,-108,0
116,7,2.0,49,3,64,19.0,1.0,9.0,82.48,-308,1
115,5,2.0,49,3,29,36.0,0.0,7.0,79.39,-377,1
114,5,2.0,49,3,82,24.0,0.0,13.0,78.79,-106,1
113,5,2.0,49,3,107,25.0,0.0,10.0,74.36,-256,1
555,2,3.0,16,3,124,20.0,0.0,7.0,83.49,-180,0
554,7,3.0,16,3,87,18.0,0.0,12.0,31.85,-185,1
553,2,3.0,16,3,26,20.0,0.0,9.0,36.18,-424,0
552,4,3.0,16,3,59,17.0,0.0,2.0,74.36,-153,0
247,1,3.0,213,3,611,21.0,0.0,13.0,68.24,-201,0
246,6,3.0,213,3,29,7.0,0.0,8.0,56.65,-226,1
245,3,3.0,213,3,54,29.0,0.0,8.0,61.09,-145,0
1262,9,4.0,890,2,624,20.0,0.0,6.0,70.75,-438,1
1108,2,4.5,109,3,54,2.0,0.0,3.0,84.6,-419,0
924,5,3.0,7,3,89,7.0,0.0,6.0,84.08,-411,1
923,5,3.0,7,3,624,6.0,0.0,1.0,35.26,-166,1
922,2,3.0,7,3,124,11.0,0.0,2.0,94.71,-141,0
921,5,3.0,7,3,59,6.0,0.0,1.0,79.73,-315,1
456,8,3.0,204,3,16,3.0,0.0,2.0,32.68,-900,1
455,5,3.0,204,3,64,4.0,0.0,2.0,79.73,-133,1
929,6,4.0,11,2,29,26.0,0.0,7.0,88.61,-389,1
928,2,4.0,11,2,107,16.0,0.0,9.0,90.67,-729,0
780,3,2.5,62,2,107,17.0,0.0,12.0,78.28,-1050,0
640,2,4.0,1272,3,87,11.0,0.0,7.0,84.36,-424,0
639,8,4.0,1272,3,89,23.0,0.0,5.0,70.72,-395,1
638,1,4.0,1272,3,422,16.0,0.0,7.0,46.43,-138,0
732,3,4.0,77,2,54,6.0,0.0,0.0,79.7,-405,0
951,4,4.0,166,2,54,24.0,0.0,5.0,60.02,-977,0
1010,3,3.5,87,3,59,19.0,0.0,9.0,88.26,-1031,0
203,0,3.5,747,2,29,13.0,0.0,17.0,49.15,-501,0
1302,4,4.0,274,3,29,30.0,0.0,5.0,91.84,-390,0
795,13,3.0,15,3,89,9.0,0.0,16.0,41.42,-722,1
860,0,2.0,8,2,64,13.0,0.0,2.0,45.52,-207,0
1391,2,4.5,216,3,422,15.0,0.0,8.0,87.32,-420,0
427,3,2.5,7,3,82,24.0,0.0,7.0,98.52,-311,0
426,3,2.5,7,3,607,17.0,0.0,11.0,41.24,-165,0
425,3,2.5,7,3,54,19.0,0.0,13.0,76.45,-538,0
913,6,3.5,49,2,29,19.0,0.0,14.0,78.04,-444,1
912,1,3.5,49,2,29,48.0,0.0,6.0,80.41,-199,0
911,4,3.5,49,2,54,27.0,0.0,14.0,96.8,-427,0
1014,3,3.5,81,2,29,17.0,1.0,8.0,28.27,-521,0
274,6,3.5,81,3,607,14.0,0.0,6.0,39.72,-10,1
260,5,3.5,81,3,29,19.0,0.0,7.0,39.76,-4,1
273,3,3.5,81,3,82,25.0,0.0,10.0,86.47,-141,0
1013,2,3.5,81,2,54,19.0,0.0,14.0,70.12,-140,0
1012,3,3.5,81,2,59,12.0,0.0,12.0,44.33,-127,0
259,3,3.5,81,3,107,15.0,0.0,8.0,75.01,-76,0
1172,3,3.0,36,3,89,7.0,0.0,5.0,35.26,-399,0
1171,2,3.0,36,3,87,9.0,0.0,7.0,84.83,-116,0
1170,4,3.0,36,3,26,7.0,0.0,6.0,71.81,-119,0
1169,1,3.0,36,3,26,3.0,0.0,8.0,45.17,-133,0
533,6,3.0,146,3,624,8.0,0.0,2.0,56.65,-421,1
532,4,3.0,146,3,603,15.0,0.0,5.0,51.06,-108,0
531,6,3.0,146,3,89,17.0,0.0,2.0,90.86,-129,1
890,2,3.0,80,2,611,9.0,0.0,8.0,73.08,-427,0
889,1,3.0,80,2,54,13.0,0.0,12.0,69.96,-194,0
888,1,3.0,80,2,26,12.0,0.0,13.0,40.34,-244,0
204,6,4.0,27,3,88,19.0,0.0,17.0,69.58,-452,1
583,3,3.5,66,3,124,16.0,0.0,10.0,84.81,-175,0
183,5,3.5,66,2,82,13.0,0.0,8.0,61.05,-148,1
86,6,3.5,66,3,624,14.0,0.0,5.0,28.27,-46,1
582,4,3.5,66,3,603,19.0,0.0,15.0,33.95,-23,0
85,3,3.5,66,3,422,19.0,0.0,6.0,81.24,-231,0
182,2,3.5,66,2,54,27.0,1.0,8.0,39.41,-152,0
84,1,3.5,66,3,124,19.0,0.0,4.0,36.38,-7,0
466,2,2.0,19,3,82,3.0,0.0,5.0,55.42,-612,0
465,2,2.0,19,3,82,3.0,0.0,3.0,32.75,-262,0
464,2,2.0,19,3,64,1.0,0.0,3.0,64.2,-105,0
570,1,3.0,37,3,107,7.0,0.0,5.0,56.65,-316,0
569,6,3.0,37,3,87,12.0,0.0,1.0,92.77,-236,1
568,1,3.0,37,3,26,12.0,0.0,4.0,50.33,-163,0
189,3,2.0,13,3,88,17.0,0.0,2.0,99.99,-350,0
188,4,2.0,13,3,82,27.0,0.0,16.0,91.58,-329,0
187,3,2.0,13,3,107,24.0,0.0,10.0,74.36,-368,0
711,8,2.5,45,5,19,5.0,0.0,3.0,74.96,-264,1
712,2,2.5,45,5,19,5.0,0.0,3.0,74.96,0,0
710,7,2.5,45,5,422,4.0,0.0,3.0,78.2,-742,1
345,2,3.5,26,2,82,12.0,0.0,10.0,87.32,-420,0
1098,1,4.0,109,3,603,1.0,0.0,0.0,47.57,-169,0
1097,7,4.0,109,3,624,0.0,0.0,0.0,89.93,-135,1
1096,1,4.0,109,3,26,0.0,0.0,0.0,37.97,-216,0
1095,4,4.0,109,3,603,1.0,0.0,1.0,67.21,-258,0
1094,2,4.0,109,3,611,0.0,0.0,2.0,80.85,-191,0
656,2,3.0,54,3,82,5.0,0.0,3.0,74.83,-154,0
655,5,3.0,54,3,89,6.0,0.0,5.0,48.25,-217,1
654,0,3.0,54,3,611,2.0,0.0,8.0,70.0,-334,0
653,1,3.0,54,3,422,6.0,0.0,4.0,46.97,-135,0
1163,4,3.0,41,2,29,14.0,0.0,5.0,66.54,-357,0
1162,0,3.0,41,2,54,14.0,0.0,3.0,79.59,-281,0
1330,3,4.5,111,3,59,9.0,0.0,6.0,86.06,-313,0
1332,5,3.5,318,3,29,21.0,0.0,14.0,67.19,-459,1
321,5,4.0,281,2,29,15.0,0.0,3.0,38.63,-525,1
320,1,4.0,281,2,54,13.0,0.0,11.0,84.39,-227,0
1004,10,3.5,185,3,26,9.0,0.0,4.0,72.57,-618,1
1003,6,3.5,185,3,624,14.0,0.0,4.0,79.73,-416,1
495,3,3.0,70,3,29,4.0,0.0,4.0,86.06,-313,0
494,3,3.0,70,3,29,3.0,0.0,3.0,31.85,-198,0
493,7,3.0,70,3,650,6.0,0.0,1.0,94.71,-207,1
492,3,3.0,70,3,612,0.0,0.0,1.0,30.85,-184,0
958,1,5.0,1,3,124,10.0,0.0,2.0,78.84,-192,0
957,8,5.0,1,3,624,21.0,0.0,3.0,39.72,-237,1
956,6,5.0,1,3,26,19.0,0.0,6.0,81.24,-244,1
955,2,5.0,1,3,422,11.0,0.0,6.0,72.9,-238,0
127,10,4.5,88,2,607,35.0,0.0,6.0,68.87,-441,1
126,1,4.5,88,2,82,24.0,0.0,13.0,78.79,-350,0
74,1,3.5,148,5,603,16.0,0.0,7.0,77.55,-136,0
73,4,3.5,148,5,87,18.0,0.0,15.0,83.82,-103,0
72,4,3.5,148,5,624,14.0,0.0,9.0,38.46,-127,0
71,3,3.5,148,5,26,28.0,0.0,6.0,79.59,-205,0
70,4,3.5,148,5,107,13.0,0.0,5.0,32.16,-168,0
984,3,4.0,213,3,422,11.0,0.0,10.0,49.35,-322,0
983,2,4.0,213,3,124,15.0,0.0,7.0,36.18,-435,0
1208,1,3.5,97,2,82,17.0,0.0,10.0,73.08,-427,0
1207,3,3.5,97,2,82,17.0,0.0,6.0,92.84,-307,0
1206,4,3.5,97,2,59,12.0,0.0,11.0,67.21,-97,0
1205,2,3.5,97,2,16,17.0,0.0,5.0,39.07,-100,0
1291,2,3.5,28,2,59,14.0,0.0,7.0,66.54,-353,0
258,3,4.5,2,3,607,14.0,0.0,14.0,74.09,-263,0
257,4,4.5,2,3,89,5.0,0.0,14.0,80.78,-162,0
256,2,4.5,2,3,624,5.0,0.0,6.0,56.4,-180,0
255,3,4.5,2,3,107,11.0,0.0,5.0,36.38,-329,0
254,1,4.5,2,3,124,9.0,0.0,10.0,96.8,-136,0
134,4,3.0,277,3,88,22.0,0.0,3.0,66.77,-439,0
133,3,3.0,277,3,54,15.0,0.0,18.0,83.18,-576,0
897,4,3.5,111,3,422,9.0,0.0,3.0,76.88,-271,0
896,2,3.5,111,3,64,11.0,0.0,3.0,48.58,-323,0
214,4,3.0,258,2,88,14.0,0.0,11.0,24.12,-567,0
213,3,3.0,258,2,612,7.0,0.0,6.0,49.04,-285,0
212,2,3.0,258,2,107,11.0,0.0,4.0,90.51,-229,0
967,1,4.5,103,2,64,26.0,0.0,7.0,74.36,-1088,0
147,6,4.0,196,3,29,9.0,0.0,6.0,81.18,-396,1
485,3,4.0,28,1,422,1.0,0.0,1.0,48.21,-217,0
484,4,4.0,28,1,29,3.0,0.0,2.0,70.72,-398,0
1353,7,3.5,275,3,624,8.0,0.0,12.0,48.06,-493,1
1377,8,3.5,291,3,89,11.0,0.0,14.0,77.55,-132,1
1376,1,3.5,291,3,124,15.0,0.0,7.0,70.68,-141,0
787,9,3.5,291,3,87,3.0,0.0,12.0,47.23,-403,1
541,4,3.0,44,3,607,1.0,0.0,2.0,90.57,-318,0
540,6,3.0,44,3,82,0.0,0.0,1.0,35.62,-225,1
539,1,3.0,44,3,64,1.0,0.0,1.0,66.36,-437,0
330,4,3.5,181,4,612,25.0,0.0,6.0,87.22,-712,0
198,4,3.5,343,2,29,11.0,0.0,7.0,28.22,-515,0
197,6,3.5,343,2,59,29.0,0.0,14.0,62.95,-311,1
196,7,3.5,343,2,624,26.0,0.0,9.0,87.52,-200,1
1261,6,4.0,401,3,29,37.0,1.0,7.0,79.7,-405,1
1260,6,4.0,401,3,82,25.0,0.0,11.0,52.05,-441,1
966,2,4.0,174,2,611,18.0,0.0,10.0,65.88,-256,0
437,5,3.5,310,4,422,6.0,0.0,4.0,69.56,-211,1
436,5,3.5,310,4,29,7.0,0.0,7.0,87.32,-127,1
434,8,3.5,310,4,64,3.0,0.0,6.0,42.2,-481,1
435,9,3.5,310,4,603,12.0,0.0,1.0,94.05,-197,1
497,5,3.5,36,2,54,1.0,0.0,3.0,77.22,-404,1
496,1,3.5,36,2,64,3.0,0.0,0.0,81.89,-649,0
995,2,3.5,341,3,124,17.0,0.0,9.0,74.65,-238,0
994,9,3.5,341,3,624,20.0,0.0,4.0,39.72,-246,1
993,2,3.5,341,3,124,12.0,0.0,8.0,41.44,-333,0
992,3,3.5,341,3,124,10.0,0.0,5.0,68.99,-122,0
21,1,4.5,42,3,422,6.0,0.0,4.0,70.72,-615,0
20,9,4.5,42,3,624,7.0,0.0,1.0,81.58,-175,1
731,4,3.0,185,2,51,20.0,0.0,6.0,72.57,-618,0
972,9,3.5,57,2,82,2.0,0.0,1.0,48.25,-489,1
1344,8,3.0,55,3,603,13.0,0.0,9.0,86.79,-223,1
1343,9,3.0,55,3,624,15.0,0.0,2.0,48.58,-226,1
829,4,3.5,62,3,607,15.0,0.0,5.0,71.67,-199,0
828,10,3.5,62,3,89,11.0,1.0,6.0,84.74,-154,1
827,8,3.5,62,3,624,16.0,0.0,9.0,63.26,-214,1
826,2,3.5,62,3,124,15.0,1.0,11.0,83.17,-128,0
825,2,3.5,62,3,124,13.0,0.0,7.0,83.71,-246,0
1065,6,3.5,429,3,82,12.0,0.0,11.0,56.65,-483,1
1051,4,4.0,222,3,89,27.0,0.0,12.0,80.55,-375,0
1321,4,4.0,167,2,29,22.0,0.0,3.0,77.09,-635,0
1399,1,4.5,5,3,607,17.0,0.0,11.0,69.12,-276,0
1398,6,4.5,5,3,89,22.0,1.0,12.0,84.74,-136,1
517,10,3.5,627,3,89,16.0,0.0,5.0,84.39,-641,1
516,6,3.5,627,3,59,14.0,0.0,3.0,76.92,-297,1
1265,5,4.0,931,3,82,19.0,0.0,10.0,47.38,-208,1
1264,4,4.0,931,3,87,16.0,0.0,5.0,34.75,-370,0
1263,9,4.0,931,3,89,22.0,0.0,5.0,70.72,-241,1
883,7,4.0,931,3,422,14.0,0.0,7.0,50.33,-63,1
882,4,4.0,931,3,422,21.0,0.0,7.0,83.57,-117,0
1181,2,4.0,223,3,82,14.0,0.0,7.0,65.88,-155,0
1180,3,4.0,223,3,124,17.0,0.0,4.0,79.7,-149,0
1179,6,4.0,223,3,107,9.0,0.0,1.0,39.76,-148,1
1178,10,4.0,223,3,624,9.0,0.0,4.0,85.14,-139,1
1177,8,4.0,223,3,87,5.0,0.0,9.0,66.76,-133,1
1176,2,4.0,223,3,422,16.0,0.0,2.0,57.96,-144,0
1314,5,3.5,191,3,121,15.0,0.0,6.0,67.85,-468,1
1313,3,3.5,191,3,82,16.0,0.0,4.0,78.68,-291,0
1212,1,3.5,357,4,54,19.0,0.0,9.0,72.57,-618,0
1336,4,3.5,135,2,607,27.0,0.0,16.0,75.93,-446,0
224,3,3.5,82,4,54,30.0,0.0,5.0,93.86,-1104,0
395,4,2.5,84,3,64,14.0,0.0,7.0,38.48,-528,0
1036,11,3.0,202,3,650,26.0,0.0,15.0,87.78,-384,1
1387,10,3.5,329,3,607,25.0,0.0,15.0,78.54,-307,1
336,5,3.5,145,3,54,10.0,0.0,16.0,62.95,-837,1
335,3,3.5,145,3,64,26.0,0.0,6.0,74.36,-251,0
757,5,3.5,720,3,611,24.0,0.0,6.0,54.12,-237,1
756,6,3.5,720,3,29,12.0,0.0,12.0,66.93,-223,1
755,4,3.5,720,3,29,32.0,0.0,7.0,76.94,-176,0
754,6,3.5,720,3,107,19.0,0.0,6.0,59.57,-336,1
1222,4,4.0,498,3,29,22.0,0.0,11.0,63.38,-433,0
1221,6,4.0,498,3,82,35.0,0.0,10.0,87.22,-239,1
940,6,4.0,69,2,64,16.0,0.0,5.0,98.84,-1067,1
226,1,4.5,71,3,64,6.0,0.0,3.0,84.74,-413,0
225,1,4.5,71,3,64,4.0,0.0,5.0,76.92,-636,0
36,3,2.0,14,2,107,8.0,0.0,2.0,76.74,-403,0
35,1,2.0,14,2,422,9.0,0.0,4.0,51.68,-205,0
34,0,2.0,14,2,624,3.0,0.0,1.0,71.81,-204,0
33,1,2.0,14,2,650,5.0,0.0,0.0,95.62,-248,0
999,3,1.5,6,1,607,4.0,0.0,2.0,76.88,-271,0
998,5,1.5,6,1,624,6.0,0.0,6.0,36.15,-303,1
997,2,1.5,6,1,124,6.0,0.0,1.0,26.53,-343,0
700,3,2.5,41,2,603,9.0,0.0,15.0,75.24,-305,0
699,1,2.5,41,2,124,11.0,0.0,13.0,50.9,-189,0
698,0,2.5,41,2,26,14.0,0.0,5.0,86.91,-196,0
697,6,2.5,41,2,87,4.0,0.0,12.0,47.23,-161,1
