,crit_viol,yelp_rating,yelp_reviews,risk,insp_badge,crime_count,311_count,construction_count,avg_high_temp,time_diff,target
1040,3,3.5,22,3,611,12.0,0.0,3.0,75.07,-473,0
1039,1,3.5,22,3,611,5.0,0.0,5.0,66.01,-151,0
1038,2,3.5,22,3,612,10.0,0.0,1.0,64.2,-181,0
1037,3,3.5,22,3,612,8.0,0.0,1.0,92.71,-126,0
768,5,3.5,110,3,82,20.0,0.0,5.0,47.94,-210,1
767,10,3.5,110,3,87,10.0,0.0,6.0,84.36,-214,1
766,12,3.5,110,3,89,19.0,0.0,9.0,66.76,-401,1
765,6,3.5,110,3,624,12.0,0.0,6.0,59.42,-146,1
1311,2,4.5,1612,4,607,21.0,0.0,9.0,79.23,-182,0
1310,5,4.5,1612,4,607,13.0,0.0,9.0,66.93,-173,1
1067,8,3.5,261,3,607,8.0,0.0,1.0,87.32,-246,1
1066,5,3.5,261,3,59,9.0,0.0,2.0,80.96,-222,1
1298,8,3.5,28,3,29,22.0,0.0,9.0,64.13,-454,1
1297,5,3.5,28,3,29,26.0,0.0,7.0,73.01,-196,1
1188,2,4.0,140,2,54,2.0,0.0,1.0,62.74,-472,0
1009,6,3.5,371,3,64,3.0,0.0,1.0,79.73,-1033,1
7,2,3.5,372,2,26,20.0,0.0,6.0,80.77,-616,0
24,7,3.0,96,3,26,9.0,0.0,5.0,68.68,-385,1
23,4,3.0,96,3,107,9.0,0.0,6.0,33.25,-433,0
22,2,3.0,96,3,59,6.0,0.0,5.0,90.67,-219,0
1025,3,4.0,117,4,107,8.0,0.0,8.0,59.45,-839,0
370,4,4.0,44,3,607,21.0,0.0,11.0,74.96,-201,0
369,2,4.0,44,3,29,18.0,0.0,3.0,88.61,-125,0
547,3,3.0,74,3,107,3.0,0.0,4.0,54.04,-227,0
546,2,3.0,74,3,612,1.0,0.0,1.0,84.32,-161,0
545,3,3.0,74,3,88,3.0,0.0,0.0,47.38,-212,0
1155,6,3.5,196,3,607,14.0,0.0,9.0,87.32,-385,1
1154,9,3.5,196,3,64,17.0,0.0,6.0,52.05,-461,1
1060,11,3.5,41,3,59,9.0,1.0,7.0,75.62,-262,1
1059,4,3.5,41,3,107,7.0,0.0,3.0,81.18,-134,0
1058,6,3.5,41,3,422,12.0,0.0,1.0,81.61,-268,1
1057,5,3.5,41,3,611,6.0,0.0,2.0,50.33,-218,1
