,crit_viol,yelp_rating,yelp_reviews,risk,insp_badge,crime_count,311_count,construction_count,avg_high_temp,time_diff,target
357,2,3.5,41,2,607,18.0,0.0,12.0,75.95,-171,0
358,4,3.5,41,3,87,25.0,0.0,4.0,68.87,-15,0
359,1,3.5,41,2,29,32.0,0.0,9.0,47.89,-154,0
360,3,3.5,41,2,29,28.0,0.0,11.0,51.68,-13,0
361,3,3.5,41,2,59,18.0,0.0,11.0,43.31,-334,0
362,1,3.5,41,2,107,16.0,0.0,17.0,78.2,-64,0
363,1,3.5,41,3,124,15.0,0.0,11.0,83.18,-9,0
364,1,3.5,41,3,603,25.0,0.0,13.0,77.23,-3,0
365,5,2.5,36,3,19,19.0,0.0,3.0,27.17,-864,1
366,4,2.5,36,3,107,6.0,0.0,5.0,48.06,-299,0
367,4,2.5,36,3,87,8.0,0.0,0.0,81.94,-177,0
368,2,2.5,36,3,26,11.0,0.0,3.0,35.49,-210,0
369,3,2.5,36,3,124,19.0,0.0,3.0,64.2,-99,0
370,3,2.5,36,3,612,16.0,0.0,2.0,91.89,-113,0
371,8,2.5,263,3,624,8.0,0.0,1.0,86.3,-864,1
372,9,2.5,263,3,107,16.0,0.0,10.0,33.95,-121,1
373,12,2.5,263,3,89,18.0,0.0,4.0,91.95,-191,1
374,2,2.5,263,3,59,15.0,0.0,2.0,59.12,-238,0
375,5,2.5,73,2,422,6.0,0.0,12.0,52.15,-864,1
376,6,3.0,50,2,607,34.0,0.0,15.0,87.32,-864,1
377,5,3.0,50,2,29,31.0,0.0,21.0,56.4,-220,1
378,3,2.5,11,3,611,19.0,0.0,14.0,75.62,-864,0
379,3,2.5,11,3,54,16.0,0.0,7.0,74.09,-168,0
380,4,2.5,11,3,612,23.0,0.0,8.0,79.92,-311,0
381,12,2.5,11,3,603,24.0,0.0,2.0,31.78,-160,1
382,4,3.5,459,3,54,12.0,0.0,17.0,35.62,-864,0
383,4,3.5,289,5,422,37.0,0.0,15.0,47.38,-864,0
384,1,4.5,164,3,611,16.0,0.0,9.0,72.42,-864,0
385,7,4.0,233,2,422,23.0,0.0,12.0,30.52,-864,1
386,9,4.0,233,2,82,17.0,1.0,11.0,49.06,-286,1
387,4,3.0,79,3,603,15.0,0.0,5.0,47.94,-864,0
388,1,3.0,79,3,64,8.0,0.0,7.0,84.81,-553,0
