doh_id,insp_rpt,yelp_rating,yelp_reviews
2771,820309,4,100
2771,820309,4,100
2771,822254,4,100
2771,822254,4,100
2771,825216,4,100
2771,825216,4,100
2774,611758,4,100
2774,611758,4,100
2774,822244,4,100
2774,822244,4,100
2778,607335,2.5,84
2810,606577,3.5,241
2810,814193,3.5,241
2830,405985,3,15
2833,205137,3.5,43
2833,810422,3.5,43
2842,203630,4,81
2842,611609,4,81
2842,814088,4,81
2842,823524,4,81
2855,203179,3.5,183
2855,404226,3.5,183
2855,610229,3.5,183
2860,183181,3.5,585
2860,813982,3.5,585
2865,610512,3.5,36
2867,202913,3,257
2867,610586,3,257
2867,814347,3,257
2876,192117,3,40
2876,607605,3,40
2884,203086,3.5,61
2884,203086,3.5,61
2884,404562,3.5,61
2884,404562,3.5,61
2884,607711,3.5,61
2884,607711,3.5,61
2884,812202,3.5,61
2884,812202,3.5,61
2899,406051,3.5,236
2899,821949,3.5,236
2907,202469,4,42
2907,610626,4,42
2907,812017,4,42
2919,198401,2.5,7
2919,607836,2.5,7
2919,812287,2.5,7
2919,825178,2.5,7
2962,184055,3.5,315
2962,405361,3.5,315
2962,823002,3.5,315
2967,203318,3,52
2967,810530,3,52
2973,119345,3.5,310
2973,192142,3.5,310
2973,811285,3.5,310
2973,814228,3.5,310
2973,824775,3.5,310
2981,119191,3.5,531
2981,119409,3.5,531
2981,199336,3.5,531
2981,607125,3.5,531
2981,812452,3.5,531
2981,824080,3.5,531
2996,119389,3.5,90
2996,184029,3.5,90
2996,606483,3.5,90
2996,811558,3.5,90
3020,610332,4,57
3020,813781,4,57
3024,119254,4,172
3024,204104,4,172
3024,610104,4,172
3024,813098,4,172
3031,119226,3,204
3031,201148,3,204
3047,119263,3,192
3047,404261,3,192
3047,610605,3,192
3047,813945,3,192
3086,811279,4,6
3099,202943,3,63
3099,405381,3,63
3118,199626,2,19
3118,201628,2,19
3118,405520,2,19
3119,199630,2.5,27
3119,201633,2.5,27
3119,813017,2.5,27
3195,606117,4,13
3202,200407,2.5,15
3202,611443,2.5,15
3224,611045,4,31
3224,820066,4,31
3224,824399,4,31
3234,202632,3,64
3234,404532,3,64
3240,119261,3.5,64
3240,607841,3.5,64
3240,813388,3.5,64
3259,198994,3,287
3259,607008,3,287
3259,813439,3,287
3278,405237,4,28
3278,820669,4,28
3294,199094,1.5,27
3294,205348,1.5,27
3294,810638,1.5,27
3294,823180,1.5,27
3299,199146,4,589
3299,611567,4,589
3327,201101,3,70
3327,204979,3,70
3327,607718,3,70
3327,812917,3,70
3372,119203,3.5,36
3372,810737,3.5,36
3374,201588,4,84
3374,607054,4,84
3374,812680,4,84
3415,183295,2.5,79
3415,200220,2.5,79
3415,203551,2.5,79
3415,606509,2.5,79
3415,812716,2.5,79
3415,821682,2.5,79
3444,199257,3.5,76
3444,203277,3.5,76
3444,606540,3.5,76
3444,824416,3.5,76
3447,198852,2.5,33
3447,405344,2.5,33
3447,610949,2.5,33
3447,813750,2.5,33
3447,824321,2.5,33
3449,198318,3.5,627
3449,204232,3.5,627
3449,823114,3.5,627
3458,199447,3.5,50
3458,205576,3.5,50
3458,607085,3.5,50
3458,812949,3.5,50
3459,607576,4,160
3459,812815,4,160
3470,183825,3.5,279
3470,201017,3.5,279
3470,820642,3.5,279
3476,204155,3.5,365
3476,812990,3.5,365
3476,821474,3.5,365
3513,204935,3,146
3513,405979,3,146
3513,610377,3,146
3513,824258,3,146
3531,198997,2,55
3531,606869,2,55
3531,813009,2,55
3531,822764,2,55
3555,199632,3,44
3555,606950,3,44
3555,812812,3,44
3573,201863,2.5,165
3573,404601,2.5,165
3573,813539,2.5,165
3574,405729,3,74
3574,811264,3,74
3574,820619,3,74
3576,205065,3,64
3576,405464,3,64
3576,811127,3,64
3576,814057,3,64
3590,183596,3,16
3590,200505,3,16
3590,607715,3,16
3590,812640,3,16
3590,822122,3,16
3625,201060,3,36
3625,606307,3,36
3625,810093,3,36
3625,824582,3,36
3628,184065,4.5,54
3628,612059,4.5,54
3647,203523,2.5,229
3647,405108,2.5,229
3647,820606,2.5,229
3653,610489,2,24
3653,820576,2,24
3697,201433,3,37
3697,204960,3,37
3697,610507,3,37
3697,821691,3,37
3722,607157,4,233
3722,607157,4,233
3722,607157,4,233
3722,813516,4,233
3722,813516,4,233
3722,813516,4,233
3722,823761,4,233
3722,823761,4,233
3722,823761,4,233
3724,198984,2.5,227
3724,201814,2.5,227
3724,606452,2.5,227
3724,811253,2.5,227
3724,820684,2.5,227
3754,606152,3.5,26
3754,819804,3.5,26
3785,606893,3.5,66
3785,606893,3.5,66
3785,606893,3.5,66
3785,813269,3.5,66
3785,813269,3.5,66
3785,813269,3.5,66
3785,822289,3.5,66
3785,822289,3.5,66
3785,822289,3.5,66
3786,198961,3.5,41
3786,198961,3.5,41
3786,198961,3.5,41
3786,198961,3.5,41
3786,198961,3.5,41
3786,611663,3.5,41
3786,611663,3.5,41
3786,611663,3.5,41
3786,611663,3.5,41
3786,611663,3.5,41
3794,105166,2.5,48
3794,105166,2.5,48
3794,823545,2.5,48
3794,823545,2.5,48
3818,610099,4,1
3827,199519,3.5,423
3827,606486,3.5,423
3841,611250,4,233
3841,611250,4,233
3841,611250,4,233
3854,198619,3,155
3864,201714,3,872
3864,204263,3,872
3864,821543,3,872
3870,199764,2.5,263
3870,204662,2.5,263
3870,606918,2.5,263
3870,810277,2.5,263
3875,203300,3,5
3875,811890,3,5
3876,203078,3,13
3876,204938,3,13
3876,607333,3,13
3876,811345,3,13
3882,198971,3,111
3882,202384,3,111
3882,204570,3,111
3882,607980,3,111
3882,820795,3,111
3917,199045,3,5
3917,201639,3,5
3917,203603,3,5
3917,607603,3,5
3934,200061,3,23
3934,200061,3,23
3934,202738,3,23
3934,202738,3,23
3934,821791,3,23
3934,821791,3,23
3975,199710,4.5,6
3975,810193,4.5,6
3998,606772,3,124
3998,813221,3,124
4015,202890,3,511
4015,610523,3,511
4015,823118,3,511
4018,184066,3,106
4022,198919,4,23
4022,813305,4,23
4028,198431,3.5,593
4028,201133,3.5,593
4028,204716,3.5,593
4028,610576,3.5,593
4028,822701,3.5,593
4050,205014,4,68
4050,405855,4,68
4050,814094,4,68
4050,822519,4,68
4055,200007,4,1272
4055,202868,4,1272
4055,810210,4,1272
4064,200876,3.5,200
4064,204377,3.5,200
4064,606092,3.5,200
4064,611748,3.5,200
4064,813078,3.5,200
4064,819838,3.5,200
4064,824660,3.5,200
4070,199234,2.5,265
4070,607730,2.5,265
4125,200995,3.5,77
4125,202976,3.5,77
4125,205547,3.5,77
4132,199968,3,54
4132,202787,3,54
4132,610264,3,54
4132,813862,3,54
4132,822877,3,54
4181,183939,2.5,22
4181,200939,2.5,22
4181,611427,2.5,22
4181,814066,2.5,22
4200,200204,3.5,132
4200,203407,3.5,132
4200,205392,3.5,132
4200,606692,3.5,132
4200,811995,3.5,132
4200,821665,3.5,132
4200,825031,3.5,132
4209,199159,3.5,70
4209,201993,3.5,70
4209,205004,3.5,70
4209,607102,3.5,70
4209,810673,3.5,70
4209,819929,3.5,70
4209,821881,3.5,70
4221,198423,4.5,6
4292,199390,3.5,1590
4292,610805,3.5,1590
4348,202682,3.5,191
4348,202682,3.5,191
4348,205332,3.5,191
4348,205332,3.5,191
4348,606833,3.5,191
4348,606833,3.5,191
4348,811342,3.5,191
4348,811342,3.5,191
4348,821541,3.5,191
4348,821541,3.5,191
4373,205403,3.5,514
4373,205403,3.5,514
4373,205403,3.5,514
4373,607746,3.5,514
4373,607746,3.5,514
4373,607746,3.5,514
4373,811304,3.5,514
4373,811304,3.5,514
4373,811304,3.5,514
4373,821535,3.5,514
4373,821535,3.5,514
4373,821535,3.5,514
4373,825289,3.5,514
4373,825289,3.5,514
4373,825289,3.5,514
4380,606257,3.5,821
4380,612053,3.5,821
4380,821838,3.5,821
4408,183963,3,162
4408,404607,3,162
4408,610220,3,162
4408,812323,3,162
4436,200141,2.5,41
4436,200141,2.5,41
4436,202122,2.5,41
4436,202122,2.5,41
4436,205412,2.5,41
4436,205412,2.5,41
4436,610177,2.5,41
4436,610177,2.5,41
4436,813144,2.5,41
4436,813144,2.5,41
4539,200961,3.5,3
4539,200961,3.5,3
4553,183499,2.5,11
4553,810483,2.5,11
4553,820177,2.5,11
4553,823223,2.5,11
4576,202157,3,20
4576,405486,3,20
4576,819905,3,20
4576,824432,3,20
4599,199154,2.5,45
4599,814073,2.5,45
4599,814086,2.5,45
4600,204661,3.5,279
4600,810215,3.5,279
4620,825027,3.5,451
4671,183531,4,8011
4671,200382,4,8011
4671,204631,4,8011
4671,810250,4,8011
4671,813465,4,8011
4690,201484,3.5,681
4690,204287,3.5,681
4690,822093,3.5,681
4758,199412,2.5,82
4772,198282,3.5,273
4772,198282,3.5,273
4772,198282,3.5,273
4772,606263,3.5,273
4772,606263,3.5,273
4772,606263,3.5,273
4772,824728,3.5,273
4772,824728,3.5,273
4772,824728,3.5,273
4902,184043,2.5,104
4902,184043,2.5,104
4902,204553,2.5,104
4902,204553,2.5,104
4920,202335,3.5,514
4920,202335,3.5,514
4920,202335,3.5,514
4976,405301,3,185
4976,405301,3,185
5028,810683,4,77
5061,198843,3.5,160
5061,198843,3.5,160
5061,203279,3.5,160
5061,203279,3.5,160
5061,610654,3.5,160
5061,610654,3.5,160
5131,198712,3,43
5131,404122,3,43
5131,822439,3,43
5135,606262,3.5,256
5135,606262,3.5,256
5135,810549,3.5,256
5135,810549,3.5,256
5135,813632,3.5,256
5135,813632,3.5,256
5135,824711,3.5,256
5135,824711,3.5,256
5137,183707,3,123
5137,200847,3,123
5137,205953,3,123
5137,813420,3,123
5150,198573,4.5,2
5150,405141,4.5,2
5150,810263,4.5,2
5171,198897,4.5,24
5171,404443,4.5,24
5171,611496,4.5,24
5195,810999,4,774
5215,199763,3.5,720
5215,404776,3.5,720
5215,611172,3.5,720
5215,820230,3.5,720
5217,405532,4,118
5217,405532,4,118
5217,612081,4,118
5217,612081,4,118
5223,199852,3.5,76
5223,201125,3.5,76
5223,203719,3.5,76
5228,811631,3.5,129
5234,821604,3.5,220
5249,199776,3.5,110
5249,202700,3.5,110
5249,810198,3.5,110
5249,820822,3.5,110
5255,200651,3.5,1010
5255,405155,3.5,1010
5258,201431,4,543
5258,606201,4,543
5258,823248,4,543
5266,405987,4,257
5266,405987,4,257
5266,821639,4,257
5266,821639,4,257
5300,200962,4,454
5300,606241,4,454
5300,611823,4,454
5300,820042,4,454
5327,183261,2.5,62
5327,824415,2.5,62
5343,153421,4,23
5343,153421,4,23
5343,153421,4,23
5343,606854,4,23
5343,606854,4,23
5343,606854,4,23
5351,404220,4,78
5351,612056,4,78
5351,813830,4,78
5354,202128,3.5,291
5354,202128,3.5,291
5382,153385,3,785
5382,153385,3,785
5382,611787,3,785
5382,611787,3,785
5383,184044,3.5,105
5408,202430,3.5,303
5408,811143,3.5,303
5429,611917,3.5,160
5429,611917,3.5,160
5508,183738,4,411
5508,183738,4,411
5511,201454,3,15
5511,821816,3,15
5511,824407,3,15
5512,198391,3,70
5512,203781,3,70
5512,610226,3,70
5512,820415,3,70
5512,823314,3,70
5515,198816,3,17
5515,201464,3,17
5515,205686,3,17
5515,610096,3,17
5515,821788,3,17
5515,824334,3,17
5547,202370,3.5,43
5547,810463,3.5,43
5626,824847,4,44
5626,824847,4,44
5626,824847,4,44
5642,405168,4,182
5642,824574,4,182
5648,183240,2,50
5648,183240,2,50
5664,205172,2.5,296
5664,811217,2.5,296
5666,153383,4,17
5666,153383,4,17
5666,203173,4,17
5666,203173,4,17
5666,611553,4,17
5666,611553,4,17
5666,823267,4,17
5666,823267,4,17
5669,198387,4,149
5669,405722,4,149
5669,811226,4,149
5669,814333,4,149
5696,199236,3.5,62
5696,204181,3.5,62
5696,404932,3.5,62
5696,810516,3.5,62
5696,814210,3.5,62
5696,824369,3.5,62
5719,199512,3,13
5719,199512,3,13
5719,203758,3,13
5719,203758,3,13
5719,606488,3,13
5719,606488,3,13
5726,607088,4,488
5726,813434,4,488
5735,183983,4,57
5735,201477,4,57
5735,404978,4,57
5735,610182,4,57
5788,201719,3,20
5825,183682,4,61
5825,611804,4,61
5825,813341,4,61
5825,824732,4,61
5846,201081,4,477
5846,405627,4,477
5846,810593,4,477
5846,821466,4,477
5852,105169,3,214
5877,183255,3.5,183
5877,820124,3.5,183
5883,811331,3.5,1231
5883,820414,3.5,1231
5883,823719,3.5,1231
5889,203330,3.5,191
5889,810535,3.5,191
5915,183650,4,452
5915,200097,4,452
5915,810928,4,452
5921,820929,2,8
5922,820143,3.5,80
5922,822752,3.5,80
5928,199781,2.5,3
5928,203674,2.5,3
5928,820497,2.5,3
5936,199242,3.5,371
5936,199242,3.5,371
5936,201221,3.5,371
5936,201221,3.5,371
5936,205294,3.5,371
5936,205294,3.5,371
5936,612075,3.5,371
5936,612075,3.5,371
5936,814211,3.5,371
5936,814211,3.5,371
5936,824977,3.5,371
5936,824977,3.5,371
6015,203686,3.5,521
6015,812020,3.5,521
6019,205097,3.5,134
6019,810500,3.5,134
6019,824398,3.5,134
6068,199125,2.5,2
6068,199125,2.5,2
6068,201641,2.5,2
6068,201641,2.5,2
6068,203575,2.5,2
6068,203575,2.5,2
6068,611401,2.5,2
6068,611401,2.5,2
6068,812692,2.5,2
6068,812692,2.5,2
6069,199276,4,931
6069,199276,4,931
6069,201432,4,931
6069,201432,4,931
6087,153422,4,161
6087,153422,4,161
6087,153422,4,161
6087,200773,4,161
6087,200773,4,161
6087,200773,4,161
6087,607827,4,161
6087,607827,4,161
6087,607827,4,161
6087,810503,4,161
6087,810503,4,161
6087,810503,4,161
6098,201792,3,80
6098,405073,3,80
6098,612078,3,80
6115,404636,3.5,39
6124,200352,3.5,71
6124,404658,3.5,71
6124,611451,3.5,71
6124,814167,3.5,71
6137,405847,3.5,111
6137,405847,3.5,111
6137,813917,3.5,111
6137,813917,3.5,111
6171,405225,4.5,164
6177,183160,3.5,131
6177,203614,3.5,131
6177,811928,3.5,131
6186,201296,2.5,46
6186,203478,2.5,46
6186,405298,2.5,46
6186,813597,2.5,46
6186,821585,2.5,46
6186,824587,2.5,46
6220,198928,2.5,20
6220,202445,2.5,20
6220,405553,2.5,20
6249,183830,3.5,49
6249,404549,3.5,49
6249,611635,3.5,49
6275,198290,3.5,66
6275,198290,3.5,66
6275,201474,3.5,66
6275,201474,3.5,66
6275,204349,3.5,66
6275,204349,3.5,66
6275,405492,3.5,66
6275,405492,3.5,66
6275,810120,3.5,66
6275,810120,3.5,66
6276,200958,3.5,85
6303,200570,3.5,71
6392,198680,3,7
6392,204993,3,7
6392,606315,3,7
6392,810585,3,7
6395,200388,4,634
6395,606184,4,634
6395,810601,4,634
6402,183137,4,11
6402,811232,4,11
6406,204897,3.5,145
6406,204897,3.5,145
6424,404979,4.5,64
6424,610528,4.5,64
6431,611890,2.5,166
6431,821178,2.5,166
6462,198660,1.5,3
6462,203221,1.5,3
6462,404831,1.5,3
6462,820321,1.5,3
6462,822783,1.5,3
6471,119179,4,69
6476,202812,3.5,28
6476,202812,3.5,28
6491,199559,4,263
6491,405033,4,263
6491,810226,4,263
6491,823591,4,263
6497,198285,4,72
6497,203993,4,72
