doh_id,insp_rpt,yelp_rating,yelp_reviews
6497,405578,4,72
6497,610098,4,72
6497,820185,4,72
6500,199682,4,166
6500,199682,4,166
6518,203376,4,37
6518,810934,4,37
6531,183390,4,233
6545,199003,5,1
6545,203742,5,1
6545,607218,5,1
6545,813368,5,1
6545,823418,5,1
6555,200498,3,109
6555,202605,3,109
6555,820773,3,109
6566,119198,3,149
6566,405955,3,149
6566,824425,3,149
6572,814376,4,174
6643,119161,4.5,103
6669,611832,3.5,120
6679,607187,3,110
6679,607187,3,110
6679,813477,3,110
6679,813477,3,110
6682,184052,4,78
6688,610263,3.5,57
6692,119300,3.5,45
6692,606819,3.5,45
6692,813258,3.5,45
6732,119222,4,19
6732,203830,4,19
6732,607396,4,19
6732,814133,4,19
6750,119323,3.5,135
6750,183986,3.5,135
6750,199982,3.5,135
6775,200565,4,213
6775,607985,4,213
6775,821465,4,213
6779,611200,3,151
6779,820072,3,151
6779,823431,3,151
6785,405600,3,50
6785,405600,3,50
6785,405600,3,50
6785,811328,3,50
6785,811328,3,50
6785,811328,3,50
6788,198800,3.5,406
6792,199523,3.5,341
6792,201831,3.5,341
6792,607219,3.5,341
6792,813512,3.5,341
6792,824770,3.5,341
6798,200823,1.5,6
6798,606360,1.5,6
6798,813928,1.5,6
6805,205265,4.5,192
6805,610139,4.5,192
6805,820028,4.5,192
6861,198591,3.5,185
6861,405159,3.5,185
6864,611374,3,7
6864,611374,3,7
6864,611374,3,7
6864,820141,3,7
6864,820141,3,7
6864,820141,3,7
6866,200213,4,272
6866,811224,4,272
6871,198620,3.5,371
6878,183582,3.5,87
6878,183582,3.5,87
6878,824413,3.5,87
6878,824413,3.5,87
6885,200391,3.5,81
6885,200391,3.5,81
6885,200391,3.5,81
6885,202978,3.5,81
6885,202978,3.5,81
6885,202978,3.5,81
6885,607478,3.5,81
6885,607478,3.5,81
6885,607478,3.5,81
6888,201498,3,121
6888,811255,3,121
6891,198613,4.5,3
6891,198613,4.5,3
6891,405957,4.5,3
6891,405957,4.5,3
6891,821405,4.5,3
6891,821405,4.5,3
6905,404375,4,1
6905,404375,4,1
6905,810204,4,1
6905,810204,4,1
6953,404505,3,469
6953,810249,3,469
6961,611246,4,171
6961,611246,4,171
6985,202316,4,117
6994,203677,4.5,3
6994,405898,4.5,3
6994,814313,4.5,3
6997,119370,4.5,212
6997,119370,4.5,212
6997,810885,4.5,212
6997,810885,4.5,212
6997,813586,4.5,212
6997,813586,4.5,212
7012,822366,3,19
7040,200707,4,118
7040,200707,4,118
7040,811110,4,118
7040,811110,4,118
7059,119259,2.5,98
7059,119259,2.5,98
7059,119259,2.5,98
7076,811361,3,202
7084,183373,3.5,22
7084,199631,3.5,22
7084,203331,3.5,22
7084,404492,3.5,22
7084,821552,3.5,22
7088,199180,4.5,135
7088,607713,4.5,135
7088,813313,4.5,135
7100,119313,3.5,156
7100,405926,3.5,156
7100,810775,3.5,156
7115,198259,3,287
7115,203952,3,287
7115,606592,3,287
7135,811634,4,222
7139,183882,2,8
7139,183882,2,8
7139,200261,2,8
7139,200261,2,8
7139,203003,2,8
7139,203003,2,8
7139,606364,2,8
7139,606364,2,8
7139,611810,2,8
7139,611810,2,8
7160,201436,3.5,41
7160,206049,3.5,41
7160,811160,3.5,41
7160,814181,3.5,41
7190,404922,4,83
7196,183148,3,196
7196,183148,3,196
7196,611091,3,196
7196,611091,3,196
7214,204223,3.5,23
7214,204223,3.5,23
7214,204223,3.5,23
7219,610348,3.5,429
7236,404823,3.5,261
7236,810305,3.5,261
7236,821524,3.5,261
47238,201206,3.5,92
47238,201206,3.5,92
93276,201878,3,164
93276,201878,3,164
93276,204044,3,164
93276,204044,3,164
93276,611459,3,164
93276,611459,3,164
93276,824170,3,164
93276,824170,3,164
93291,183518,3,182
93291,183518,3,182
137240,199122,3,97
137240,199122,3,97
137240,606245,3,97
137240,606245,3,97
137240,813863,3,97
137240,813863,3,97
137240,824686,3,97
137240,824686,3,97
137242,203625,2,5
137243,821401,3.5,494
137243,821401,3.5,494
137263,821634,3,1
137263,821634,3,1
137268,405158,4,872
137268,405158,4,872
137270,820110,2.5,73
137270,820110,2.5,73
137277,610566,3.5,6
137277,610566,3.5,6
137277,814047,3.5,6
137277,814047,3.5,6
137277,822856,3.5,6
137277,822856,3.5,6
137286,813214,4,74
137286,813214,4,74
137293,119280,3,161
137293,119280,3,161
137293,119280,3,161
137293,607385,3,161
137293,607385,3,161
137293,607385,3,161
137293,814053,3,161
137293,814053,3,161
137293,814053,3,161
137293,824183,3,161
137293,824183,3,161
137293,824183,3,161
137295,606163,2.5,131
137295,606163,2.5,131
137295,823434,2.5,131
137295,823434,2.5,131
147239,198787,4,109
147239,202526,4,109
147239,606373,4,109
147239,812010,4,109
147239,820670,4,109
147239,824606,4,109
147252,183482,2.5,36
147252,183482,2.5,36
147252,199821,2.5,36
147252,199821,2.5,36
147252,201492,2.5,36
147252,201492,2.5,36
147252,205897,2.5,36
147252,205897,2.5,36
147252,610338,2.5,36
147252,610338,2.5,36
147252,821168,2.5,36
147252,821168,2.5,36
147258,204639,3.5,137
147258,204639,3.5,137
147258,611714,3.5,137
147258,611714,3.5,137
147264,810337,4.5,109
147277,183220,3,103
147277,202583,3,103
147277,811548,3,103
147277,823767,3,103
147302,200453,4.5,7
147302,612004,4.5,7
147313,199435,3.5,118
147313,204721,3.5,118
147313,821314,3.5,118
147319,183306,3,95
147319,611634,3,95
147319,813135,3,95
147332,405970,4,193
147339,200696,3,166
147339,200696,3,166
147339,205590,3,166
147339,205590,3,166
147339,610382,3,166
147339,610382,3,166
147339,811999,3,166
147339,811999,3,166
147339,821937,3,166
147339,821937,3,166
147357,183583,2.5,8
147357,205635,2.5,8
147357,810379,2.5,8
147357,820442,2.5,8
147368,199479,4,198
147368,202819,4,198
147368,606295,4,198
147368,811370,4,198
147368,820764,4,198
147374,200629,3.5,76
147374,204427,3.5,76
147374,811674,3.5,76
147393,201895,4,305
147411,183776,3,424
147411,183776,3,424
147411,404774,3,424
147411,404774,3,424
147411,825024,3,424
147411,825024,3,424
147452,203068,4,260
147452,404535,4,260
147452,607722,4,260
147452,812172,4,260
147477,201423,2,41
147477,205220,2,41
147477,607345,2,41
147477,813798,2,41
147481,183439,4,112
147481,205793,4,112
147481,812740,4,112
147482,119349,3.5,196
147482,811317,3.5,196
147494,199832,3,203
147494,202416,3,203
147494,205952,3,203
147494,607167,3,203
147494,819875,3,203
147494,823152,3,203
147496,204482,3,41
147496,204482,3,41
147496,204482,3,41
147496,611134,3,41
147496,611134,3,41
147496,611134,3,41
147496,823347,3,41
147496,823347,3,41
147496,823347,3,41
147509,200913,3.5,167
147510,610385,3,522
147514,204823,3,108
147514,204823,3,108
147514,611865,3,108
147514,611865,3,108
147580,200225,3,36
147580,203058,3,36
147580,205310,3,36
147580,606298,3,36
147580,821519,3,36
147580,824984,3,36
147592,606933,3.5,459
147593,199829,4,223
147593,202689,4,223
147593,205356,4,223
147593,606758,4,223
147593,810718,4,223
147593,814352,4,223
147593,823451,4,223
147599,204573,3,101
147599,610147,3,101
147599,812937,3,101
147616,404310,3.5,175
147616,811363,3.5,175
147620,610789,4,140
147637,199668,3.5,200
147637,812829,3.5,200
147640,813352,4,4
147665,200964,4.5,60
147665,205184,4.5,60
147665,607561,4.5,60
147665,812746,4.5,60
147673,821103,2.5,160
147705,201387,4,258
147705,204836,4,258
147705,607731,4,258
147713,199393,3.5,222
147713,205548,3.5,222
147713,606763,3.5,222
147713,810668,3.5,222
147713,820112,3.5,222
147739,200567,3.5,97
147739,202720,3.5,97
147739,204692,3.5,97
147739,612062,3.5,97
147754,201531,2.5,32
147754,405562,2.5,32
147754,610762,2.5,32
147803,405178,3.5,357
147812,199661,4,2
147812,202799,4,2
147812,607147,4,2
147812,612027,4,2
147812,820405,4,2
147814,205679,3.5,456
147823,610894,3.5,179
147823,823943,3.5,179
147839,205124,4,498
147839,610744,4,498
147839,824973,4,498
147853,821077,4,64
147868,201166,4,53
147868,607672,4,53
147868,812558,4,53
147894,202423,3,30
147894,204752,3,30
147894,404871,3,30
147894,611349,3,30
147894,813159,3,30
147896,205234,4,805
147896,814009,4,805
147914,203727,3.5,172
147914,812117,3.5,172
147919,610778,3.5,36
147919,814117,3.5,36
147919,824344,3.5,36
147927,204010,2,24
147927,812239,2,24
147943,811072,4,52
147944,203372,4,233
147944,203372,4,233
147944,203372,4,233
147944,404734,4,233
147944,404734,4,233
147944,404734,4,233
147944,821874,4,233
147944,821874,4,233
147944,821874,4,233
147945,201626,2.5,12
147945,405618,2.5,12
147945,819834,2.5,12
147959,202621,4,57
147959,205035,4,57
147959,810139,4,57
147959,811712,4,57
147959,820430,4,57
147961,199854,3,3
147961,405923,3,3
147973,199893,3.5,456
147973,203748,3.5,456
147973,811325,3.5,456
147973,825305,3.5,456
147983,202208,4,401
147983,202208,4,401
147983,810679,4,401
147983,810679,4,401
147986,611818,4,890
147986,611818,4,890
147995,202860,4,931
147995,202860,4,931
147995,606264,4,931
147995,606264,4,931
147995,820894,4,931
147995,820894,4,931
148001,204432,2,50
148001,810793,2,50
148021,811549,3.5,149
148021,823816,3.5,149
148065,404372,3,258
148065,611080,3,258
148065,814194,3,258
148065,822531,3,258
148089,203246,5,1
148089,607429,5,1
148089,812291,5,1
148092,203236,3.5,192
148092,611086,3.5,192
148128,203440,3.5,255
148128,606277,3.5,255
148128,811203,3.5,255
148173,610272,4,429
148173,813455,4,429
148173,821793,4,429
148187,611473,4,440
148187,611473,4,440
148190,820300,4,57
148222,611507,2.5,170
148225,205534,3.5,3
148225,205534,3.5,3
148225,811743,3.5,3
148225,811743,3.5,3
148225,821241,3.5,3
148225,821241,3.5,3
172247,611170,3.5,28
172247,823253,3.5,28
172258,405758,3,75
172258,810692,3,75
172258,814142,3,75
172269,811392,4.5,34
172294,404378,3.5,28
172294,611309,3.5,28
172304,405221,3.5,213
172304,810467,3.5,213
172304,822733,3.5,213
172325,811181,4,274
172327,405995,4,47
172327,611162,4,47
172327,813182,4,47
172327,825102,4,47
172334,202520,3,4
172334,202520,3,4
172334,610333,3,4
172334,610333,3,4
172334,811386,3,4
172334,811386,3,4
172369,611188,4.5,1612
172369,813458,4.5,1612
172369,823287,4.5,1612
172412,204056,3.5,191
172412,610865,3.5,191
172430,405203,3.5,8
172430,405203,3.5,8
172430,405203,3.5,8
172430,405203,3.5,8
172430,810716,3.5,8
172430,810716,3.5,8
172430,810716,3.5,8
172430,810716,3.5,8
172431,405205,3.5,8
172431,405205,3.5,8
172431,405205,3.5,8
172431,405205,3.5,8
172431,811055,3.5,8
172431,811055,3.5,8
172431,811055,3.5,8
172431,811055,3.5,8
172431,820427,3.5,8
172431,820427,3.5,8
172431,820427,3.5,8
172431,820427,3.5,8
172449,611668,3,26
172449,611668,3,26
172454,404780,4,167
172467,812779,4,241
172467,821284,4,241
172477,811987,4,58
172477,811987,4,58
172481,812293,3.5,89
172486,606652,4,35
172507,610247,3,18
172507,820545,3,18
172510,810470,3.5,307
172553,813001,4.5,111
172558,813811,4,19
172558,813811,4,19
172584,611217,3.5,318
172584,611217,3.5,318
172606,821341,3.5,19
172618,607391,3.5,266
172618,812510,3.5,266
172628,611593,3.5,135
172637,813304,3.5,141
172637,822471,3.5,141
172655,405585,3.5,28
172655,405585,3.5,28
172655,810756,3.5,28
172655,810756,3.5,28
172655,824421,3.5,28
172655,824421,3.5,28
172677,610953,2.5,98
172677,610953,2.5,98
172677,610953,2.5,98
172680,405871,3,55
172680,811821,3,55
172680,822162,3,55
172745,606451,3.5,143
172745,812768,3.5,143
172745,824342,3.5,143
172770,606329,3.5,9
172770,610891,3.5,9
172770,812747,3.5,9
172770,822424,3.5,9
172780,610206,3.5,275
172787,810592,4,513
172801,822659,4,65
172804,205896,3.5,129
172804,607159,3.5,129
172804,811137,3.5,129
172804,822061,3.5,129
172814,810381,4,247
172814,824456,4,247
172815,611659,3.5,21
172815,822002,3.5,21
172826,606883,4,26
172826,823317,4,26
172830,824957,3.5,146
172875,825050,4,23
172875,825050,4,23
172875,825050,4,23
172885,611240,3.5,47
172885,611240,3.5,47
172885,821027,3.5,47
172885,821027,3.5,47
172892,611570,4,29
172892,825116,4,29
172893,823426,4.5,19
172897,821432,4,100
172897,821432,4,100
172906,810577,4.5,169
172920,823052,4.5,88
172926,611520,3.5,291
172926,611520,3.5,291
172926,813052,3.5,291
172926,813052,3.5,291
172926,821504,3.5,291
172926,821504,3.5,291
172938,810975,3.5,101
172961,611537,2.5,21
172961,813382,2.5,21
172961,823972,2.5,21
173014,824139,4,1460
173014,824139,4,1460
173016,610285,3.5,10
173016,813379,3.5,10
173016,823966,3.5,10
173017,810437,3.5,329
173017,823149,3.5,329
173038,606131,4.5,22
173038,811136,4.5,22
173042,810291,4.5,216
173085,810576,4,11
173103,819893,3.5,521
173110,811220,4,165
173130,811778,3.5,90
173130,812760,3.5,90
173130,824331,3.5,90
173135,810533,4.5,5
173135,813796,4.5,5
173142,812956,3.5,107
173142,812956,3.5,107
173153,810468,4.5,52
173153,822180,4.5,52
173169,607618,4,990
173169,824572,4,990
173170,821687,4,276
173170,821687,4,276
173178,821810,4.5,181
173178,824542,4.5,181
173181,607679,3.5,48
173181,812783,3.5,48
173181,821295,3.5,48
173182,610978,4,28
173182,610978,4,28
173188,820889,3.5,289
173199,821434,3.5,83
173205,812748,4,31
173205,824684,4,31
187272,820866,2.5,9
187272,824463,2.5,9
187281,813818,3.5,73
187281,823894,3.5,73
187320,813943,4,24
187326,824985,4.5,37
187326,824985,4.5,37
187363,820013,3.5,145
187363,820013,3.5,145
187363,822535,3.5,145
187363,822535,3.5,145
187369,819968,4,82
187372,823388,3.5,94
187380,824381,4,85
187427,821999,3.5,110
187437,821204,3.5,112
187542,822053,3.5,9
187547,813551,3.5,293
187547,813724,3.5,293
187547,813983,3.5,293
187547,819799,3.5,293
187547,820117,3.5,293
187551,824917,5,1
187583,825065,4.5,22
187595,821528,3.5,279
187595,821528,3.5,279
187617,822012,3.5,102
187662,820741,3.5,70
187714,823357,4,171
187847,821797,3.5,261
187847,821797,3.5,261
187847,821797,3.5,261
187864,822658,2,8
187864,822658,2,8
187913,823083,3,85
187913,823083,3,85
188001,825250,4,92
188015,824346,1.5,9
188255,821731,3.5,41
188255,821731,3.5,41
188255,824513,3.5,41
188255,824513,3.5,41
188283,821794,3.5,92
188283,821794,3.5,92
188283,824672,3.5,92
188283,824672,3.5,92
188461,823779,3.5,949
188740,824703,3.5,66
