,inspec_id,permit_id,insp_date_x,insp_timein,insp_type,crit_viol,non_crit_viol,crit_viol_cos,crit_viol_rpt,non_crit_viol_cos,non_crit_viol_rpt,crit_viol_tbr,non_crit_viol_tbr,lat,lon,risk,insp_badge
0,105164,5853,2013-06-12,18:20:00,Routine,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,38.91984,-77.0414099,3,54.0
1,105166,3794,2013-06-12,14:45:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9175771,-77.0221628,3,54.0
2,823545,3794,2016-04-04,10:00:00,Routine,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,38.9175771,-77.0221628,3,422.0
3,105169,5852,2013-06-14,10:45:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9284986,-77.0335765,3,54.0
4,105185,1992,2013-06-26,19:00:00,Routine,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,38.931055,-77.038633,4,54.0
5,119160,2477,2013-07-12,18:00:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,38.918465,-77.0249709,3,64.0
6,202432,2477,2014-03-20,18:50:00,Routine,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,38.918465,-77.0249709,3,54.0
7,119161,6643,2013-07-12,19:10:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.919314,-77.0252272,2,64.0
8,119168,5357,2013-07-24,18:00:00,Routine,8.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,38.9041053,-77.0380755,3,64.0
9,203615,5357,2014-05-14,13:40:00,Routine,8.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,38.9041053,-77.0380755,3,82.0
10,810349,5357,2015-05-12,11:45:00,Routine,7.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,38.9041053,-77.0380755,3,607.0
11,824524,5357,2016-05-10,13:55:00,Routine,9.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,38.9041053,-77.0380755,3,624.0
12,119179,6471,2013-08-02,14:15:00,Routine,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,38.924755,-77.0229119,2,64.0
13,119183,3500,2013-08-07,10:30:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.9587293,-77.0851373,3,64.0
14,201185,3500,2014-01-17,13:20:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9587293,-77.0851373,3,612.0
15,204813,3500,2014-07-08,14:52:00,Routine,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,38.9587293,-77.0851373,3,612.0
16,607763,3500,2015-02-10,13:15:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.9587293,-77.0851373,3,54.0
17,812957,3500,2015-08-27,23:58:00,Routine,5.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,38.9587293,-77.0851373,3,29.0
18,119191,2981,2013-08-09,13:00:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,38.9336614,-77.0726921,3,64.0
19,119409,2981,2014-06-13,11:00:00,Routine,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,38.9336614,-77.0726921,3,64.0
20,199336,2981,2013-10-10,13:30:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,38.9336614,-77.0726921,3,64.0
21,607125,2981,2015-01-15,13:30:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9336614,-77.0726921,3,54.0
22,812452,2981,2015-08-05,12:40:00,Routine,9.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,38.9336614,-77.0726921,3,607.0
23,824080,2981,2016-04-22,11:49:00,Routine,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,38.9336614,-77.0726921,3,611.0
24,119198,6566,2013-08-14,12:23:00,Routine,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,38.9330436,-77.0849157,2,64.0
25,405955,6566,2014-11-20,13:20:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,38.9330436,-77.0849157,2,59.0
26,824425,6566,2016-05-06,11:59:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9330436,-77.0849157,2,611.0
27,119203,3372,2013-08-16,12:45:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.9458945,-77.095346,2,64.0
28,810737,3372,2015-05-27,12:15:00,Routine,5.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,38.9458945,-77.095346,2,54.0
29,119206,147242,2013-08-19,11:20:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.9018897,-77.0399257,2,64.0
30,203244,147242,2014-04-23,11:01:00,Routine,5.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,38.9018897,-77.0399257,2,54.0
31,607420,147242,2015-01-28,11:20:00,Routine,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,38.9018897,-77.0399257,2,29.0
32,812286,147242,2015-07-27,11:40:00,Routine,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,38.9018897,-77.0399257,2,88.0
33,119209,3319,2013-08-20,12:00:00,Routine,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,39.6213798,-84.3842668,3,64.0
34,201103,3319,2014-01-14,15:56:00,Routine,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,39.6213798,-84.3842668,3,612.0
35,607859,3319,2015-02-13,13:20:00,Routine,9.0,2.0,3.0,0.0,0.0,0.0,6.0,2.0,39.6213798,-84.3842668,3,29.0
36,119210,2019,2013-08-20,14:00:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9141798,-77.0638664,3,64.0
37,810490,2019,2015-05-18,10:00:00,Routine,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.9141798,-77.0638664,3,64.0
38,119222,6732,2013-09-05,11:05:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.934722,-77.058398,2,64.0
39,203830,6732,2014-05-27,11:00:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,38.934722,-77.058398,2,64.0
40,607396,6732,2015-01-27,13:45:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.934722,-77.058398,2,54.0
41,814133,6732,2015-10-15,10:55:00,Routine,6.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,38.934722,-77.058398,2,624.0
42,119224,2336,2013-09-06,13:45:00,Routine,7.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,38.9167494,-77.0242285,3,64.0
43,404775,2336,2014-10-07,12:30:00,Routine,5.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,38.9167494,-77.0242285,3,29.0
44,611108,2336,2015-03-30,14:25:00,Routine,7.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,38.9167494,-77.0242285,3,29.0
45,823437,2336,2016-03-25,11:30:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,38.9167494,-77.0242285,3,422.0
46,119226,3031,2013-09-05,18:45:00,Routine,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,38.9350651,-77.0577053,3,64.0
47,201148,3031,2014-01-16,20:30:00,Routine,8.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,38.9350651,-77.0577053,3,16.0
48,119251,3322,2013-09-24,11:00:00,Routine,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,38.948688,-77.079679,3,64.0
49,607853,3322,2015-02-13,12:08:00,Routine,5.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,38.948688,-77.079679,3,29.0
50,813263,3322,2015-09-10,14:05:00,Routine,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,38.948688,-77.079679,3,29.0
51,119254,3024,2013-09-24,14:30:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,38.9346328,-77.0582992,3,64.0
52,204104,3024,2014-06-04,11:35:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.9346328,-77.0582992,3,59.0
53,610104,3024,2015-02-25,10:30:00,Routine,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,38.9346328,-77.0582992,3,54.0
54,813098,3024,2015-09-02,12:30:00,Routine,5.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,38.9346328,-77.0582992,3,29.0
55,119259,7059,2013-10-08,11:30:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.9249743,-77.0519675,2,64.0
56,119261,3240,2013-10-15,11:00:00,Routine,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,38.9450878,-77.0777264,3,64.0
57,607841,3240,2015-02-09,13:54:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,38.9450878,-77.0777264,3,88.0
58,813388,3240,2015-09-17,13:34:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.9450878,-77.0777264,3,29.0
59,119263,3047,2013-10-18,11:45:00,Routine,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,38.9357588,-77.0589448,3,64.0
60,404261,3047,2014-09-18,13:30:00,Routine,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,38.9357588,-77.0589448,3,54.0
61,610605,3047,2015-03-13,13:00:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,38.9357588,-77.0589448,3,54.0
62,813945,3047,2015-10-07,12:55:00,Routine,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,38.9357588,-77.0589448,3,624.0
63,119272,2606,2013-10-31,12:00:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,38.9207803,-77.0721857,3,64.0
64,119344,2606,2014-02-18,10:30:00,Routine,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,38.9207803,-77.0721857,3,64.0
65,205722,2606,2014-08-26,10:00:00,Routine,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,38.9207803,-77.0721857,3,64.0
66,814037,2606,2015-10-13,13:03:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.9207803,-77.0721857,3,422.0
67,119280,137293,2013-11-07,13:45:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.9348255,-77.0576783,2,64.0
68,607385,137293,2015-01-27,10:30:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.9348255,-77.0576783,2,54.0
69,814053,137293,2015-10-13,14:25:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9348255,-77.0576783,2,624.0
70,824183,137293,2016-04-29,13:15:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,38.9348255,-77.0576783,2,603.0
71,119300,6692,2013-12-05,14:00:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,38.9493502,-77.0806819,2,64.0
72,606819,6692,2015-01-02,12:05:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,38.9493502,-77.0806819,2,29.0
73,813258,6692,2015-09-10,12:50:00,Routine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.9493502,-77.0806819,2,29.0
74,119313,7100,2014-01-14,13:30:00,Routine,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,38.9250461,-77.038541,2,64.0
75,405926,7100,2014-11-20,12:10:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,38.9250461,-77.038541,2,121.0
76,810775,7100,2015-05-28,12:25:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.9250461,-77.038541,2,607.0
77,119323,6750,2014-01-23,10:00:00,Routine,13.0,3.0,6.0,0.0,0.0,0.0,7.0,3.0,38.9219166,-77.0385622,4,64.0
78,183986,6750,2013-08-06,13:00:00,Routine,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,38.9219166,-77.0385622,4,54.0
79,199982,6750,2013-11-19,13:00:00,Routine,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,38.9219166,-77.0385622,4,107.0
80,119342,3205,2014-02-12,10:45:00,Routine,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,38.9444929,-77.0653829,3,64.0
81,119345,2973,2014-02-19,10:30:00,Routine,10.0,2.0,3.0,0.0,0.0,0.0,7.0,2.0,38.9047609,-77.0651753,4,64.0
82,192142,2973,2013-08-06,10:30:00,Routine,12.0,3.0,5.0,0.0,0.0,0.0,7.0,3.0,38.9047609,-77.0651753,4,603.0
83,811285,2973,2015-06-15,10:03:00,Routine,5.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,38.9047609,-77.0651753,4,29.0
84,814228,2973,2015-10-20,09:10:00,Routine,6.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,38.9047609,-77.0651753,4,422.0
85,824775,2973,2016-05-18,11:00:00,HACCP,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,38.9047609,-77.0651753,4,107.0
86,119349,147482,2014-03-11,12:30:00,Routine,10.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,38.9096241,-77.0476091,3,64.0
87,811317,147482,2015-06-15,11:00:00,Routine,9.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,38.9096241,-77.0476091,3,607.0
88,119356,1741,2014-03-24,11:00:00,Routine,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,38.9010349,-77.0322568,3,64.0
89,198505,1741,2013-08-29,10:35:00,Routine,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,38.9010349,-77.0322568,3,603.0
90,611290,1741,2015-04-07,09:50:00,Routine,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,38.9010349,-77.0322568,3,88.0
91,119370,6997,2014-04-02,11:00:00,Routine,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,38.9043944,-77.0624639,2,64.0
92,810885,6997,2015-05-26,14:00:00,Routine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.9043944,-77.0624639,2,64.0
93,813586,6997,2015-09-25,13:25:00,Routine,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.9043944,-77.0624639,2,82.0
94,119371,1311,2014-04-02,12:00:00,Routine,8.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,38.9043944,-77.0624639,3,64.0
95,810678,1311,2015-05-26,12:30:00,Routine,8.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,38.9043944,-77.0624639,3,64.0
96,119389,2996,2014-05-05,11:00:00,Routine,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,38.9339676,-77.057127,3,64.0
97,184029,2996,2013-08-07,12:00:00,Routine,6.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,38.9339676,-77.057127,3,54.0
98,606483,2996,2014-12-11,14:00:00,Routine,4.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,38.9339676,-77.057127,3,54.0
99,811558,2996,2015-06-17,14:20:00,Routine,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,38.9339676,-77.057127,3,59.0
100,119402,2344,2014-06-02,10:50:00,Routine,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,38.9019271,-77.0445214,3,64.0
101,201418,2344,2014-01-29,11:10:00,Routine,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,38.9019271,-77.0445214,3,107.0
102,820841,2344,2015-12-07,11:35:00,Routine,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,38.9019271,-77.0445214,3,603.0
103,153377,840,2013-06-12,13:30:00,Routine,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,38.8950986,-77.0024908,3,59.0
104,201220,840,2014-01-17,13:40:00,Routine,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,38.8950986,-77.0024908,3,107.0
105,610993,840,2015-03-26,14:15:00,Routine,11.0,3.0,3.0,0.0,0.0,0.0,8.0,3.0,38.8950986,-77.0024908,3,26.0
106,823877,840,2016-04-14,13:25:00,Routine,8.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,38.8950986,-77.0024908,3,607.0
107,153383,5666,2013-06-17,11:20:00,Routine,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.8945879,-77.0030403,2,59.0
108,203173,5666,2014-04-17,14:15:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.8945879,-77.0030403,2,624.0
109,611553,5666,2015-04-14,10:17:00,Routine,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,38.8945879,-77.0030403,2,611.0
110,823267,5666,2016-03-18,11:30:00,Routine,7.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,38.8945879,-77.0030403,2,607.0
111,153385,5382,2013-06-18,14:00:00,Routine,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,38.8963343,-77.0215057,2,59.0
112,611787,5382,2015-04-22,13:30:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.8963343,-77.0215057,2,624.0
113,153398,6694,2013-07-11,14:30:00,Routine,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,38.897597,-77.030156,3,59.0
114,201671,6694,2014-02-04,11:45:00,Routine,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,38.897597,-77.030156,3,107.0
115,606095,6694,2014-11-19,11:10:00,Routine,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,38.897597,-77.030156,3,124.0
116,810336,6694,2015-05-12,10:08:00,Routine,6.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,38.897597,-77.030156,3,87.0
117,822326,6694,2016-02-16,15:30:00,Routine,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.897597,-77.030156,3,82.0
118,153401,1340,2013-07-25,12:00:00,Routine,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.9002974,-77.027617,3,59.0
119,200110,1340,2013-11-25,12:46:00,Routine,6.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,38.9002974,-77.027617,3,16.0
120,202448,1340,2014-03-24,10:48:00,Routine,17.0,4.0,0.0,0.0,0.0,0.0,17.0,4.0,38.9002974,-77.027617,3,89.0
121,205384,1340,2014-08-13,12:00:00,Routine,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,38.9002974,-77.027617,3,107.0
122,606403,1340,2014-12-09,12:25:00,Routine,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,38.9002974,-77.027617,3,624.0
123,813314,1340,2015-09-14,13:40:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,38.9002974,-77.027617,3,603.0
124,822084,1340,2016-02-08,11:30:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,38.9002974,-77.027617,3,64.0
125,153404,1339,2013-07-29,12:00:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,38.9002974,-77.027617,3,59.0
126,202408,1339,2014-03-21,10:01:00,Routine,15.0,5.0,9.0,0.0,0.0,0.0,6.0,5.0,38.9002974,-77.027617,3,89.0
127,205249,1339,2014-08-04,17:10:00,Routine,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,38.9002974,-77.027617,3,26.0
128,606524,1339,2014-12-15,13:55:00,Routine,12.0,3.0,5.0,0.0,0.0,0.0,7.0,3.0,38.9002974,-77.027617,3,624.0
129,813531,1339,2015-09-22,14:15:00,Routine,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,38.9002974,-77.027617,3,603.0
130,822145,1339,2016-02-09,14:30:00,Routine,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,38.9002974,-77.027617,3,64.0
131,153408,1338,2013-07-31,14:15:00,Routine,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,38.9002974,-77.027617,3,59.0
132,202442,1338,2014-03-21,11:15:00,Routine,10.0,2.0,5.0,0.0,0.0,0.0,5.0,2.0,38.9002974,-77.027617,3,603.0
133,205396,1338,2014-08-13,10:30:00,Routine,6.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,38.9002974,-77.027617,3,107.0
134,606588,1338,2014-12-17,12:45:00,Routine,13.0,3.0,3.0,0.0,0.0,0.0,10.0,3.0,38.9002974,-77.027617,3,624.0
135,813480,1338,2015-09-22,12:00:00,Routine,10.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,38.9002974,-77.027617,3,603.0
136,822120,1338,2016-02-09,11:15:00,Routine,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,38.9002974,-77.027617,3,64.0
137,153417,3798,2013-08-08,13:45:00,Routine,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,38.89923,-77.0208633,2,59.0
138,199708,3798,2013-11-01,11:30:00,Routine,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,38.89923,-77.0208633,2,124.0
139,404200,3798,2014-09-12,10:55:00,Routine,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,38.89923,-77.0208633,2,107.0
140,153421,5343,2013-08-28,13:27:00,Routine,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.8993956,-77.0244197,3,59.0
141,606854,5343,2015-01-05,10:00:00,Routine,9.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,38.8993956,-77.0244197,3,603.0
142,153422,6087,2013-08-28,11:30:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.899799,-77.0234656,3,59.0
143,200773,6087,2013-12-26,14:10:00,Routine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.899799,-77.0234656,3,107.0
144,607827,6087,2015-02-11,11:10:00,Routine,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,38.899799,-77.0234656,3,603.0
145,810503,6087,2015-05-18,12:20:00,Routine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.899799,-77.0234656,3,87.0
146,153424,6132,2013-08-29,14:10:00,Routine,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,38.8986072,-77.0195255,3,59.0
147,200945,6132,2014-01-08,11:30:00,Routine,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,38.8986072,-77.0195255,3,107.0
148,203585,6132,2014-05-08,14:35:00,Routine,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.8986072,-77.0195255,3,26.0
149,811388,6132,2015-06-17,12:05:00,Routine,15.0,3.0,1.0,0.0,0.0,0.0,14.0,3.0,38.8986072,-77.0195255,3,603.0
150,821505,6132,2016-01-11,14:10:00,Routine,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,38.8986072,-77.0195255,3,82.0
151,153434,1675,2013-12-11,12:30:00,Routine,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,38.90053,-77.0304647,3,59.0
152,205423,1675,2014-08-14,12:30:00,Routine,6.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,38.90053,-77.0304647,3,107.0
153,812344,1675,2015-07-29,10:15:00,Routine,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,38.90053,-77.0304647,3,54.0
154,183118,725,2013-06-12,10:44:00,Routine,13.0,3.0,3.0,0.0,0.0,0.0,10.0,3.0,38.9001692,-76.983102,2,650.0
155,202471,725,2014-03-24,11:55:00,Routine,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,38.9001692,-76.983102,2,107.0
156,814042,725,2015-10-13,14:15:00,Routine,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,38.9001692,-76.983102,2,54.0
157,183120,2087,2013-06-12,11:10:00,Routine,10.0,2.0,6.0,0.0,0.0,0.0,4.0,2.0,38.9145835,-77.0674015,3,603.0
158,204414,2087,2014-06-19,13:00:00,Routine,7.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,38.9145835,-77.0674015,3,82.0
159,811096,2087,2015-06-09,12:12:00,Routine,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,38.9145835,-77.0674015,3,29.0
160,183137,6402,2013-06-12,19:30:00,Routine,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,38.917733,-77.0242568,2,107.0
161,811232,6402,2015-06-11,17:20:00,Routine,7.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,38.917733,-77.0242568,2,29.0
162,183148,7196,2013-06-12,22:40:00,Routine,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,38.9016587,-77.0438705,2,107.0
163,611091,7196,2015-03-30,13:30:00,Routine,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,38.9016587,-77.0438705,2,54.0
164,183160,6177,2013-06-12,11:45:00,Routine,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.9016587,-77.0438705,5,107.0
165,203614,6177,2014-05-14,11:40:00,Routine,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.9016587,-77.0438705,5,82.0
166,811928,6177,2015-07-08,11:21:00,Routine,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,38.9016587,-77.0438705,5,650.0
167,183181,2860,2013-06-17,12:10:00,Routine,12.0,1.0,4.0,0.0,0.0,0.0,8.0,1.0,38.9049603,-77.0617728,3,603.0
168,813982,2860,2015-10-09,10:25:00,Routine,5.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,38.9049603,-77.0617728,3,422.0
169,183220,147277,2013-06-19,12:05:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.9076237,-77.0187611,2,603.0
170,202583,147277,2014-03-27,10:05:00,Routine,8.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,38.9076237,-77.0187611,2,89.0
171,811548,147277,2015-06-23,10:15:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.9076237,-77.0187611,2,54.0
172,823767,147277,2016-04-12,09:35:00,Routine,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.9076237,-77.0187611,2,88.0
173,183240,5648,2013-06-19,20:00:00,Routine,5.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,38.9212949,-77.0424689,3,107.0
174,183241,2559,2013-06-20,18:00:00,Routine,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,38.9199523,-77.0707471,3,59.0
175,205726,2559,2014-08-26,12:01:00,Routine,7.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,38.9199523,-77.0707471,3,64.0
176,813670,2559,2015-09-30,12:50:00,Routine,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,38.9199523,-77.0707471,3,54.0
177,183255,5877,2013-06-19,19:30:00,Routine,9.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,38.9211863,-77.0724575,3,59.0
178,820124,5877,2015-11-06,12:00:00,Routine,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,38.9211863,-77.0724575,3,422.0
179,183261,5327,2013-06-20,19:25:00,Routine,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,38.9204277,-77.0416643,2,107.0
180,824415,5327,2016-05-05,17:15:00,Routine,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,38.9204277,-77.0416643,2,64.0
181,183277,611,2013-06-19,12:10:00,Routine,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,38.9069953,-76.9785495,3,107.0
182,199193,611,2013-10-03,11:25:00,Routine,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,38.9069953,-76.9785495,3,611.0
