OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
1531,ABRA-087621,Shipley Supermarket,"Shipley Supermarket, Inc",B,,2283 SAVANNAH STREET SE,302047,402489.55,131087.28,Retail - Class B,Active,Retail - Class B
1532,ABRA-094407,ShopHouse Southeast Asian Kitchen,Shophouse LLC,D,,710 7TH STREET NW,238416,398071.88,136784.21,Restaurant,Active,Restaurant
1533,ABRA-086806,Shophouse Southeast Asian Kitchen,ShopHouse LLC,D,,1516 CONNECTICUT AVENUE NW,308599,396159.48,138073.77,Restaurant,Active,Restaurant
1534,ABRA-097214,SHOPHOUSE SOUTHEAST ASIAN KITCHEN,"SHOPHOUSE, LLC",D,,50 MASSACHUSETTS AVENUE NE,293243,399463.98,136632.07,Restaurant,Active,Restaurant
1535,ABRA-013816,Shoreham Hotel (The),Omni Hotel Management Corp,C,,2500 CALVERT STREET NW,277165,395346.42,139418.29,Hotel,Active,Hotel
1536,ABRA-076233,Show Bar,POW LLC,C,,1210 H STREET NE,71852,400889.88,136951.82,Tavern,Safekeeping,Tavern
1537,ABRA-060659,Shulman Liquors,"Lucky Time Liquors, LLC",A,,1550 1ST STREET SW,60745,398972.59,133674.2,Retail - Liquor Store,Active,Retail - Liquor Store
1538,ABRA-081772,Siam House DC,Siam House DC Inc.,C,,3520 CONNECTICUT AVENUE NW,220939,394858.19,140926.67,Restaurant,Active,Restaurant
1539,ABRA-075875,Sichuan Pavilion,Ku-Washington Corporation,C,,1814 K STREET NW,307943,396307.09,137153.04,Restaurant,Active,Restaurant
1540,ABRA-077986,Sidney Harman Hall,The Shakespeare Theatre,C,,610 F STREET NW,306817,398234.52,136586.02,Multipurpose,Active,Multipurpose
1541,ABRA-085120,Sign of the Whale,"DC Irish, LLC",C,,1825 M STREET NW,241272,396289.14,137563.65,Tavern,Active,Tavern
1542,ABRA-090985,Silo,Success LLC,C,,919 5TH STREET NW,243244,398382.86,137118.98,Restaurant,Active,Restaurant
1543,ABRA-014341,Silvermans Liquors,"Silverman's-Mun Liquors, Inc",A,,2033 BENNING ROAD NE,52300,402222.87,136717.05,Retail - Liquor Store,Active,Retail - Liquor Store
1544,ABRA-092423,Simple Bar and Grill,"Simple Bar and Grill, LLC",C,,5828 GEORGIA AVENUE NW,253151,397548.46,143666.74,Tavern,Active,Tavern
1545,ABRA-094207,Simply Smiles,"SIMPLY SMILES, LLC",B,,333 E STREET SW,277584,398617.82,135086.41,Retail - Grocery,Active,Retail - Grocery
1546,ABRA-093632,Sin Bin Sports Bar and Restaurant,"H Street Corridor Group, LLC",C,,1336 H STREET NE,66816,401124.99,136952.26,Restaurant,405.1 New Const,Restaurant
1547,ABRA-095164,Sip,TMI International Inc,C,,1812 HAMLIN STREET NE,307544,401873.25,140061.46,Tavern,Active,Tavern
1548,ABRA-080975,Siroc,La Trattoria LLC,C,,915 15TH STREET NW,218789,397111.24,137110.29,Restaurant,Active,Restaurant
1549,ABRA-076125,Sisy's,Sisy's Salvadorean & Mexican Restaurant Inc.,C,,3911 14TH STREET NW,225132,397185.84,141238.58,Restaurant,Active,Restaurant
1550,ABRA-096761,Sixth and H Street Bar and Grill,"Sixth and H Street Bar and Grill, LLC",C,,523 H STREET NE,11386,400119.81,136902.54,Tavern,Active,Tavern
1551,ABRA-084584,Sixth Engine,Engine 6 LLC,C,,438 MASSACHUSETTS AVENUE NW,279779,398501.66,136931.27,Tavern,Active,Tavern
1552,ABRA-060396,Sizzling Express,"Sizzling Express-Columbia Plaza, Inc.",C,,538 23RD STREET NW,298814,395562.44,136569.21,Restaurant,Active,Restaurant
1553,ABRA-026739,Sizzling Express,"Sizzling Express III, Inc.",C,,600 PENNSYLVANIA AVENUE SE,5839,400199.02,135315.02,Restaurant,Active,Restaurant
1554,ABRA-078204,Skip's Liquors,"Skip's Liquors, LLC",A,,405 61ST STREET NE,27321,407512.62,136342.94,Retail - Liquor Store,Active,Retail - Liquor Store
1555,ABRA-099323,Slash Run,"201 Upshur Hospitality, LLC",C,,201 UPSHUR STREET NW,246174,398797.87,141613.11,Restaurant,Active,Restaurant
1556,ABRA-089768,Slate Wine Bar & Bistro,Wine Investment Group LLC,C,,2404 WISCONSIN AVENUE NW,289357,393721.4,139270.18,Restaurant,Active,Restaurant
1557,ABRA-093244,Slipstream,"Glass House Coffee, LLC",C,,1333 14TH STREET NW,225399,397268.34,137833.62,Tavern,Active,Tavern
1558,ABRA-060001,Smith & Wollensky,S & W D.C. LLC,C,,1112 19TH STREET NW,243291,396193.53,137384.73,Restaurant,Active,Restaurant
1559,ABRA-084598,Smith Commons,Smith Commons DC LLC,C,,1245 H STREET NE,69878,400980.22,136906,Restaurant,Active,Restaurant
1560,ABRA-060131,Smith Point,"Restaurant Enterprises, Inc.",C,,1338 WISCONSIN AVENUE NW,277011,394480.02,137752.84,Tavern,Active,Tavern
1561,ABRA-094424,Smith Public Trust,"Smith Public Trust  DC,",C,,3514 12TH STREET NE,302091,400762.76,140567.3,Tavern,Active,Tavern
1562,ABRA-088772,Smoke & Barrel,"New Asylum, LLC",C,,2471 18TH STREET NW,235595,396336.03,139379.24,Tavern,Active,Tavern
1563,ABRA-090945,Smucker Farms Of Lancaster County,Smucker Farms  Of Lancaster County  LLC,B,,2118 14TH STREET NW,239960,397199.93,138988.14,Retail - Grocery,Active,Retail - Grocery
1564,ABRA-095294,So Mi,Ching LLC,C,,1425 WISCONSIN AVENUE NW,277053,394456.25,137907.79,Restaurant,405.1 New Const,Restaurant
1565,ABRA-083883,Sofitel Lafayette Square Washington DC,"H Street Shuffle Lessee, LLC",C,,806 15TH STREET NW,279949,397051.78,136961.98,Hotel,Active,Hotel
1566,ABRA-080603,Soho Tea & Coffee,Helene & Company,D,,2150 P STREET NW,298505,395791.38,137957.95,Restaurant,Active,Restaurant
1567,ABRA-091608,SOI 38,"Krung-Thep Washington, LLC",C,,2101 L STREET NW,242479,395933.71,137350.71,Restaurant,Active,Restaurant
1568,ABRA-092192,Sol Mexican Grill,Fernando Postigo,C,,1251 H STREET NE,69654,400986.78,136904.87,Tavern,Active,Tavern
1569,ABRA-075811,Solly's U Street Tavern,Liquid Inspiration Llc,C,,1942 11TH STREET NW,279499,397633.27,138769.89,Tavern,Active,Tavern
1570,ABRA-098935,Some Place Else Bar & Grill,"1637 R Street, LLC",C,,1637 R STREET NW,241972,396695.02,138326.81,Restaurant,Active,Restaurant
1571,ABRA-098591,SOMMPICKS,SOMMPICKS  LLC-ONLINE SALES,A,,4221 CONNECTICUT AVENUE NW,309008,394552.23,141770.13,Retail - Liquor Store,Active,Retail - Liquor Store
1572,ABRA-092841,SONA  CREAMERY AND WINE BAR,SONA CREAMERY LLC,C,,660 PENNSYLVANIA AVENUE SE,300871,400298.25,135258.46,Restaurant,Active,Restaurant
1573,ABRA-096137,Songbyrd,"Songbyrd, L.L.C.",C,,2477 18TH STREET NW,284398,396328.12,139396.18,Tavern,Active,Tavern
1574,ABRA-072017,Sonoma,"Dunmore, LLC",C,,223 PENNSYLVANIA AVENUE SE,278104,399769.95,135461.59,Restaurant,Active,Restaurant
1575,ABRA-097880,Sonya's Market,"SKYK, Inc.",B,,2833 11TH STREET NW,231729,397676.23,139864.26,Retail - Grocery,Active,Retail - Grocery
1576,ABRA-060601,Sorriso,"PGE, Inc.",C,,3518 CONNECTICUT AVENUE NW,277556,394871.24,140920.63,Restaurant,Active,Restaurant
1577,ABRA-072301,Sosnick's Liquor,"Sylvia & David Industries, Inc",A,,2318 4TH STREET NE,48629,399929.91,139221.35,Retail - Liquor Store,Active,Retail - Liquor Store
1578,ABRA-098536,Soundcheck,"Soundcheck, LLC",C,,1420 K STREET NW,240271,397153.92,137143.57,Nightclub,Active,Nightclub
1579,ABRA-079281,Source,CULTURAL DEVELOPMENT CORPORATION,D,,1835 14TH STREET NW,240434,397260.89,138593.42,Multipurpose,Active,Multipurpose
1580,ABRA-060448,Soussi,Soussi Inc.,C,,2228 18TH STREET NW,235469,396368.3,139074.26,Restaurant,Active,Restaurant
1581,ABRA-016866,South Capitol Liquors,"4652 Livingston, Inc.",A,,4652 LIVINGSTON ROAD SE,276657,399860.66,128300.6,Retail - Liquor Store,Active,Retail - Liquor Store
1582,ABRA-087100,Southern Express Liquors,"CSB, LLC",A,,4416 SOUTHERN AVENUE SE,278505,405657.56,133945.18,Retail - Liquor Store,Active,Retail - Liquor Store
1583,ABRA-088283,Southern Hospitality,Southern Hospitality LLC,C,,1813 ADAMS MILL ROAD NW,218514,396309.84,139485.72,Restaurant,Active,Restaurant
1584,ABRA-086591,Southern Wine & Spirits of Maryland and DC,Southern Wine & Spirits of Maryland LLC,A,,3125 V STREET NE,150626,403182.24,138948.95,Wholesaler,Active,Wholesaler
1585,ABRA-010284,Spaghetti Garden Brass Monkey Peyote Roxanne,Adams Morgan Spaghetti Gardens Inc.,C,,2317 18TH STREET NW,235616,396399.81,139144.37,Restaurant,Active,Restaurant
1586,ABRA-092450,Spar Liquor,"KGB LIQUOR, INC.",A,,3916 SOUTH CAPITOL STREET SE,29345,399311.17,129395.33,Retail - Liquor Store,Active,Retail - Liquor Store
1587,ABRA-082037,Speakeasy Spirits,"Speakeasy Spirits, LLC",A,,175 R STREET NE,300028,399642.96,138283.29,Wholesaler,Active,Wholesaler
1588,ABRA-087627,Spectrum,Facility Concession Services Inc,C,,1299 PENNSYLVANIA AVENUE NW,285503,397456.71,136497.57,Multipurpose,Active,Multipurpose
1589,ABRA-095380,Spice a Caribbean Jerk Joint,"Spice Jerk, LLC",D,,826 SHEPHERD STREET NW,300514,397880.48,141302,Restaurant,Active,Restaurant
1590,ABRA-021676,Spices Restaurant,Yanlim Inc.,C,,3333 CONNECTICUT AVENUE NW,284639,395021.16,140734.53,Restaurant,Active,Restaurant
1591,ABRA-077414,Spirit of Mt. Vernon,Spirit Cruises LLC,C,,600 WATER STREET SW,276680,398119.18,134229.64,Marine Vessel,Active,Marine Vessel
1592,ABRA-077416,Spirit of Washington,Spirit Cruises LLC,C,,600 WATER STREET SW,276680,398119.18,134229.64,Marine Vessel,Active,Marine Vessel
1593,ABRA-070310,Sportsman Wine And Liquors,"Sunami, LLC",A,,3249 MOUNT PLEASANT STREET NW,284620,396658.36,140480.38,Retail - Liquor Store,Active,Retail - Liquor Store
1594,ABRA-089362,Sprig & Sprout,"Phoenix 78, LLC",C,,2317 WISCONSIN AVENUE NW,284352,393795.68,139215.07,Restaurant,Active,Restaurant
1595,ABRA-098868,St Gregory Luxury Hotel & Suites,"HHLP Saint Gregory Lessee, LLC",C,,2033 M STREET NW,279520,395985.66,137561.81,Hotel,Active,Hotel
1596,ABRA-088441,St. Arnold's Mussel Bar,"Hello Hospitality, LLC",C,,3433 CONNECTICUT AVENUE NW,284689,394970.97,140828.92,Restaurant,Active,Restaurant
1597,ABRA-085989,St. Arnold's on Jefferson,"Hello Hospitality IV, LLC",C,,1827 JEFFERSON PLACE NW,241284,396289.21,137643.5,Restaurant,Active,Restaurant
1598,ABRA-099454,St. Regis Hotel,"Seldar Dc Holding, LLC",C,,923 16TH STREET NW,242334,396868.95,137139.51,Hotel,Active,Hotel
1599,ABRA-094244,Stadium Club,"RCX, LLC",C,,2127 QUEENS CHAPEL ROAD NE,51442,402403.35,139085.95,Nightclub,Active,Nightclub
1600,ABRA-072438,Stan's Restaurant,"RCJ, Inc.",C,,1029 VERMONT AVENUE NW,240267,397151.1,137299.59,Restaurant,Active,Restaurant
1601,ABRA-071601,Stanton Liquors,"Yoef, Inc.",A,,1044 BLADENSBURG ROAD NE,74860,401612.66,137303.06,Retail - Liquor Store,Active,Retail - Liquor Store
1602,ABRA-096294,Staples Beer & Wine Grocery LLC,Staples Beer & Wine Grocery LLC,A,,1364 FLORIDA AVENUE NE,307229,401215.64,137030.9,Retail - Liquor Store,Safekeeping,Retail - Liquor Store
1603,ABRA-088025,State Liquors,Deccan Group LLC,A,,2159 P STREET NW,225945,395791.66,137997.15,Retail - Liquor Store,Active,Retail - Liquor Store
1604,ABRA-078312,State Plaza Hotel,State Plaza Hotel Inc.,C,,2116 F STREET NW,242535,395880.82,136570.59,Hotel,Active,Hotel
1605,ABRA-086192,Station 4,"Hubalou, LLC",C,,1101 4TH STREET SW,307156,398425.11,134419.16,Restaurant,Active,Restaurant
1606,ABRA-094011,Steel Plate,"Lepri, LLC",C,,3523 12TH STREET NE,33535,400799.86,140595.04,Tavern,Active,Tavern
1607,ABRA-060455,Stetson's,"1610 Restaurant, LLC",C,,1610 U STREET NW,241851,396763.89,138769.44,Tavern,Active,Tavern
1608,ABRA-091395,Sticky Fingers Sweets & Eats DC,STICKY FINGERS SWEETS & EATS INC.,C,,1370 PARK ROAD NW,302715,397248.17,140288.1,Restaurant,Active,Restaurant
1609,ABRA-092844,STK,"STK, LLC",C,,1250 CONNECTICUT AVENUE NW,241295,396329.36,137668.5,Restaurant,Active,Restaurant
1610,ABRA-094562,Stonefish Grill & Lounge,"Rockfish, LLC",C,,1050 17TH STREET NW,278801,396632.21,137279.33,Restaurant,Active,Restaurant
1611,ABRA-075613,Stoney's,"Stoney's, L L C",C,,1433 P STREET NW,279170,397112.41,138003.06,Restaurant,Active,Restaurant
1612,ABRA-092362,Stoney's on L,"MJA, LLC",C,,2101 L STREET NW,242479,395933.71,137350.71,Restaurant,Active,Restaurant
1613,ABRA-099920,Stop  & Shop Liquors,"MJC of Rok, Inc.",A,,3011 RHODE ISLAND AVENUE NE,287376,402971.44,140658.5,Retail - Liquor Store,Active,Retail - Liquor Store
1614,ABRA-071763,Stop & Go Market,Stop & Go LLC,B,,3001 SHERMAN AVENUE NW,232775,397760.1,140009.95,Retail - Grocery,Active,Retail - Grocery
1615,ABRA-009272,Strand Liquors,Sun Ok Kim,A,,605 DIVISION AVENUE NE,5181,406440.57,136617.72,Retail - Liquor Store,Active,Retail - Liquor Store
1616,ABRA-092095,Streets Market & Cafe,"S & H, Inc,",B,,2400 14TH STREET NW,234183,397217.8,139209.69,Retail - Class B,Active,Retail - Class B
1617,ABRA-083221,Suburban Liquors,Suburban Liquors Inc.,A,,4347 HUNT PLACE NE,22805,405257.61,136941.92,Retail - Liquor Store,Active,Retail - Liquor Store
1618,ABRA-010677,Suburban Market,Parker Enterprises Inc,B,,4600 SHERIFF ROAD NE,19503,405510.15,137238.63,Retail - Grocery,Active,Retail - Grocery
1619,ABRA-075284,Sudhouse,"Axis Bar & Grill, LLC",C,,1340 U STREET NW,279102,397296,138771.53,Restaurant,Active,Restaurant
1620,ABRA-098866,Sugar,"Sugar, LLC",C,,2121 K STREET NW,243319,395902.54,137224.31,Tavern,Active,Tavern
1621,ABRA-099949,Sugar Factory,"Sugar Factory Union Station, LLC",C,,50 MASSACHUSETTS AVENUE NE,293243,399463.98,136632.07,Tavern,Active,Tavern
1622,ABRA-000221,Sulgrave Club,Sulgrave Club Inc.,C,,1801 MASSACHUSETTS AVENUE NW,225924,396353.81,137953.3,Club,Active,Club
1623,ABRA-083937,Sun Market,"DJ Sun Market, Inc",B,,415 RHODE ISLAND AVENUE NE,26073,400009.51,139085.69,Retail - Class B,Active,Retail - Class B
1624,ABRA-082995,Sunbeam Market,"Koo Sunbeam Market, Inc.",B,,2324 NORTH CAPITOL STREET NW,228141,399187,139252.92,Retail - Grocery,Active,Retail - Grocery
1625,ABRA-082349,Sunny's Liquor,"TF Two, Inc.",A,,2400 MARTIN LUTHER KING JR AVENUE SE,278152,400667.44,132751.21,Retail - Liquor Store,Active,Retail - Liquor Store
1626,ABRA-077310,Sunray Market,NULL,B,,3205 GEORGIA AVENUE NW,218154,397993.06,140261.3,Retail - Class B,Safekeeping,Retail - Class B
1627,ABRA-098888,Suns Cinema,Suns Cinema Inc.,C,,3107 MOUNT PLEASANT STREET NW,218151,396773.79,140120.58,Tavern,405.1 New Const,Tavern
1628,ABRA-060306,Sun's Gallery,J. J. Sun Corporation,B,,600 MARYLAND AVENUE SW,5831,398172.72,135347.16,Retail - Grocery,Active,Retail - Grocery
1629,ABRA-095926,Sunset Wine & Spirit,T Jiya Sohal Corporation,A,,1627 1ST STREET NW,218381,398961.92,138224.88,Retail - Liquor Store,Active,Retail - Liquor Store
1630,ABRA-079241,Super Liquors,"Y.O.K., Inc.",A,,1633 NORTH CAPITOL STREET NE,58903,399240.51,138287.26,Retail - Liquor Store,Active,Retail - Liquor Store
1631,ABRA-011247,Super Saver Grocery & Deli,Lydia Assefa,B,,4413 14TH STREET NW,277407,397186.79,141867.39,Retail - Grocery,Active,Retail - Grocery
1632,ABRA-083564,Sur La Place,Oishi Inc,C,,5105 MACARTHUR BOULEVARD NW,285089,391206.8,139725.64,Restaurant,Active,Restaurant
1633,ABRA-078406,Surfside,"Madaket, LLC",C,,2444 WISCONSIN AVENUE NW,284391,393679.94,139355.81,Restaurant,Active,Restaurant
1634,ABRA-092785,SUSHI CAPITOL,KILALA ENTERPRISES  LLC,D,,325 PENNSYLVANIA AVENUE SE,278366,399893.11,135399.61,Restaurant,Active,Restaurant
1635,ABRA-071110,Sushi Go Round & Tapas,Miso Hungry Inc.,C,,705 7TH STREET NW,301479,398141.98,136782.79,Restaurant,Active,Restaurant
1636,ABRA-094610,Sushi Keiko,Washington DC Asian Food Corporation,C,,2309 WISCONSIN AVENUE NW,284340,393807.42,139196.48,Restaurant,Active,Restaurant
1637,ABRA-100490,Sushi Ogawa,"Dreamogawa, Inc.",C,,2100 CONNECTICUT AVENUE NW,234998,395861.28,138898.69,Restaurant,Active,Restaurant
1638,ABRA-088557,Sushi Sai,Sushi Para Company,D,,4221 CONNECTICUT AVENUE NW,309008,394552.23,141770.13,Restaurant,Active,Restaurant
1639,ABRA-009655,Sushi Taro,New Japan Inc.,C,,1503 17TH STREET NW,295000,396680.93,138012.12,Restaurant,Active,Restaurant
1640,ABRA-012457,Sushi-ko,Daisuke Utagawa,C,,2309 WISCONSIN AVENUE NW,284340,393807.42,139196.48,Restaurant,Safekeeping,Restaurant
1641,ABRA-026574,Syd's,2325 Bladensburg Rd Corp,A,,2325 BLADENSBURG ROAD NE,48573,402694.09,139244.36,Retail - Liquor Store,Active,Retail - Liquor Store
1642,ABRA-077726,Sylvia's Liquors,"Tae Kwang, Inc.",A,,1818 BENNING ROAD NE,286493,402014.55,136820.2,Retail - Liquor Store,Active,Retail - Liquor Store
1643,ABRA-017426,T & T Associates,Trinidad And Tobago Association Of Washington,C,,5123 GEORGIA AVENUE NW,251742,397640.09,142754.92,Club,Active,Club
1644,ABRA-096045,T B D ( FORMERLY-Cafe Japone),"Halifax 21, LLC",C,,2032 P STREET NW,242770,395977.42,137960.81,Restaurant,Safekeeping,Restaurant
1645,ABRA-013218,Taberna Del Alabardero,La Taberna Del Alabardero Inc,C,,1776 I STREET NW,218481,396412.08,137027.16,Restaurant,Active,Restaurant
1646,ABRA-089395,TABLE DC,TABLE  DC LLC,D,,903 N STREET NW,239744,397887.97,137726.1,Restaurant,Active,Restaurant
1647,ABRA-084952,Tackle Box,"GBP, LLC",C,,3245 M STREET NW,271985,394420.74,137497.68,Restaurant,Safekeeping,Restaurant
1648,ABRA-090369,Taco El Chilango,Taco El Chilango (DC) LLC,C,,1119 V STREET NW,236727,397584.59,138934.51,Restaurant,Active,Restaurant
1649,ABRA-023764,Tai Shan Restaurant,Tai Shan Restaurant Inc.,C,,622 H STREET NW,242975,398161.49,136854.86,Restaurant,Active,Restaurant
1650,ABRA-060065,Taj of India,"India Palace, LLC",C,,2805 M STREET NW,272091,395031.19,137515.24,Restaurant,Active,Restaurant
1651,ABRA-096823,Takoda - 405.1,FLORIDA AVENUE GROUP LLC/-405.1,C,,715 FLORIDA AVENUE NW,218726,398043.2,138764.87,Tavern,405.1 New Const,Tavern
1652,ABRA-019598,Takoma Park Liquors,"Manee Enterprises, Inc.",A,,6200 EASTERN AVENUE NE,3698,399817.66,144131.79,Retail - Liquor Store,Active,Retail - Liquor Store
1653,ABRA-079370,Takoma Station Tavern,"MDM, LLC",C,,6914 4TH STREET NW,249124,398412.18,145141.4,Tavern,Active,Tavern
1654,ABRA-091197,TAKOREAN,TAKOREAN AT UNION MARKET   LLC,C,,1309 5TH STREET NE,301991,400203.8,137872.89,Tavern,Active,Tavern
1655,ABRA-094804,TAKOREAN,TAKOREAN  1212  LLC,C,,1212 4TH STREET SE,309485,399979.03,134212.74,Tavern,Active,Tavern
1656,ABRA-016129,Talay Thai Restaurant,Talay Thai Inc.,C,,406 1ST STREET SE,27178,399516.93,135213.94,Restaurant,Active,Restaurant
1657,ABRA-089731,Tanad Thai Cuisine,"Tanad Thai, Inc.",C,,4912 WISCONSIN AVENUE NW,266071,392837.52,142889.31,Restaurant,Active,Restaurant
1658,ABRA-087902,Tangier Lounge,Tanger Corporation,C,,2305 18TH STREET NW,226269,396407.6,139108.5,Restaurant,Active,Restaurant
1659,ABRA-094363,Tap26,Tap 26 LLC,B,,1501 SOUTH CAPITOL STREET SW,299776,399177.59,133739.29,Wholesaler,Active,Wholesaler
1660,ABRA-088476,Taqueria Distrito Federal,"Taqueria Distrito Federal II, INC.",D,,805 KENNEDY STREET NW,298221,397881.35,143173.85,Restaurant,Active,Restaurant
1661,ABRA-098996,Taqueria Habanero,A. Montero Food LLC,C,,3710 14TH STREET NW,258999,397134.19,141074.41,Restaurant,Active,Restaurant
1662,ABRA-089558,Taqueria Nacional,"Tacodog, LLC",C,,1407 T STREET NW,279138,397186.28,138657.16,Restaurant,Active,Restaurant
1663,ABRA-078941,Tara Thai,"Tara Thai Spring Valley, Inc.",C,,4849 MASSACHUSETTS AVENUE NW,284994,391700.17,141990.11,Restaurant,Active,Restaurant
1664,ABRA-000434,Target Liquor,Sheldon Plotnick,A,,500 KENNEDY STREET NW,246781,398259.66,143145.77,Retail - Liquor Store,Active,Retail - Liquor Store
1665,ABRA-078895,Target Store T-2259,Target Corporation,B,,3100 14TH STREET NW,306304,397140.04,140158.41,Retail - Grocery,Active,Retail - Grocery
1666,ABRA-099054,Tartufo,"Tartufo, LLC",C,,4910 WISCONSIN AVENUE NW,266072,392845.17,142884.89,Restaurant,Active,Restaurant
1667,ABRA-100284,Tasty Burger - 405.1,NULL,C,,2108 8TH STREET NW,311823,397999.35,138957.68,Restaurant,405.1 New Const,Restaurant
1668,ABRA-075156,Tattoo,"Inner Circle 1413, LLC",C,,1413 K STREET NW,279142,397164.6,137227.69,Nightclub,Active,Nightclub
1669,ABRA-096984,TBD,"Himalayan Heritage, Inc.",C,,2305 18TH STREET NW,226269,396407.6,139108.5,Restaurant,Safekeeping,Restaurant
1670,ABRA-081024,TBD #1,"Restaurant Associates of New York, LLC",C,,1818 H STREET NW,241305,396307.61,136788.18,Restaurant,Active,Restaurant
1671,ABRA-081026,TBD #2,"Restaurant Associates of New York, LLC",C,,1850 I STREET NW,240965,396290.42,137016.66,Restaurant,Active,Restaurant
1672,ABRA-081027,TBD #3,"Restaurant Associates of New York, LLC",C,,701 18TH STREET NW,218717,396419.19,136795.61,Restaurant,Active,Restaurant
1673,ABRA-081018,TBD #5,"Restaurant Associates of New York, LLC",C,,2121 PENNSYLVANIA AVENUE NW,242488,395860.09,137123.58,Restaurant,Active,Restaurant
1674,ABRA-090529,TBD (OLD CLUB RENDEZVOUS-RON HUNT),NULL,C,,515 15TH STREET NW,279820,397103.43,136567.81,Nightclub,Safekeeping,Nightclub
1675,ABRA-099229,TBD(In Stereo LLC),In Stereo LLC,C,,1410 14TH STREET NW,240217,397200.35,137935.27,Tavern,405.1 New Const,Tavern
1676,ABRA-097172,TBD(Terroir LLC),Terroir LLC,C,,1015 7TH STREET NW,278120,398125.42,137284.92,Restaurant,405.1 New Const,Restaurant
1677,ABRA-092242,TD   BURGER,"T D BURGER DC, LLC",C,,250 K STREET NE,305783,399788.51,137216.39,Tavern,Active,Tavern
1678,ABRA-070916,Teaism,"Kissako, LLC",C,,800 CONNECTICUT AVENUE NW,301059,396665.25,136950.64,Restaurant,Active,Restaurant
1679,ABRA-084954,Teak Wood Restaurant,"Galae Thai, Inc.",C,,1323 14TH STREET NW,279061,397264.22,137797.55,Restaurant,Active,Restaurant
1680,ABRA-060060,Teasim,"Bento Box, Inc.",C,,400 8TH STREET NW,238147,397984.56,136353.83,Restaurant,Active,Restaurant
1681,ABRA-089980,Teddy,Lion Hospitality,C,,1200 19TH STREET NW,241069,396194.98,137584.11,Restaurant,Active,Restaurant
1682,ABRA-082569,Ted's Bulletin,Four Partners LLC,C,,505 8TH STREET SE,14218,400404.68,134958,Restaurant,Active,Restaurant
1683,ABRA-089801,Ted's Bulletin,"Ted's Bulletin 14th Street, LLC",C,,1818 14TH STREET NW,240092,397200.55,138542.24,Restaurant,Active,Restaurant
1684,ABRA-060821,Tenley Market/Liquor,"Lucy Enterprises, Inc",A,,4326 WISCONSIN AVENUE NW,222964,393197.07,141923.01,Retail - Liquor Store,Active,Retail - Liquor Store
